label,youtube_id,time_start,time_end,split
eating burger,ok7-58GbE20,55,65,train
jetskiing,ok77XXonuuc,78,88,train
doing jigsaw puzzle,ok7S8TREXp8,71,81,train
fly tying,ok95ofjs2Fc,146,156,train
squat,ok9HN44WQ7Q,3,13,train
capoeira,ok9Kh1L0AqY,18,28,train
walking through snow,ok9_fAG5Ap4,22,32,train
spray painting,ok9mMx6bb2k,16,26,train
petting animal (not cat),okB1magSMZQ,33,43,train
archaeological excavation,okB9b5yTojI,11,21,train
swimming front crawl,okB_bC8R064,72,82,train
skipping stone,okBxfT5S9UY,0,10,train
situp,okChlBdrZtU,69,79,train
being excited,okCxY3d5LoU,28,38,train
mosh pit dancing,okD8iEWApGM,27,37,train
spray painting,okEP_CkRK-Q,86,96,train
parasailing,okEVsgCUn48,107,117,train
crossing river,okEiJXi8s5w,2,12,train
clapping,okEnCnlY320,0,10,train
trapezing,okFAbj2cAYA,24,34,train
person collecting garbage,okFLV7TXTOY,43,53,train
arranging flowers,okG6BqDzpTA,1783,1793,train
dunking basketball,okGPHzIfYrk,54,64,train
disc golfing,okHJB_RNQmg,0,10,train
cooking chicken,okHlgXPYFSo,43,53,train
triple jump,okIITXtboG4,2,12,train
blending fruit,okINb8Y0z68,17,27,train
shearing sheep,okJ545lXP7w,446,456,train
snowkiting,okJQ6XD5W0c,16,26,train
hammer throw,okK2Lj8xO6w,7,17,train
head stand,okKKZ-tjkFQ,1450,1460,train
blowing bubble gum,okKN8uNehVE,1,11,train
playing american football,okLHV6tlvj4,8,18,train
blowing glass,okLk1M0TMho,13,23,train
playing ping pong,okLvh_Nntss,6,16,train
playing maracas,okMiB5kJGO4,67,77,train
adjusting glasses,okO3Q-S-8lY,24,34,train
pulling rope (game),okOYSZC0Nsg,0,10,train
doing jigsaw puzzle,okOdMz3z4FQ,80,90,train
parasailing,okOnOidH0JA,22,32,train
vacuuming car,okPeD-hiLyY,132,142,train
water sliding,okPxqwqBPrI,47,57,train
playing bass guitar,okPz6tY1YFU,85,95,train
getting a piercing,okQIEx2nCSk,114,124,train
eating cake,okQWqM-Y9YE,71,81,train
riding a bike,okQcv4fciYc,190,200,train
putting on eyeliner,okQfv5bVBps,100,110,train
skiing mono,okR-zUyP6Tk,16,26,train
ice fishing,okRrPhFsSOI,15,25,train
putting on sari,okSSfUoThsM,75,85,train
arranging flowers,okSZfwEvz5s,177,187,train
blowing glass,okTWE4N5YX0,74,84,train
parkour,okUNo0PAaeA,3,13,train
blending fruit,okUPx9e8O_4,0,10,train
helmet diving,okUkZoQEjdU,113,123,train
snorkeling,okWV85kt0c8,4,14,train
playing basketball,okWfS8W_z6E,27,37,train
moving child,okYMJ50r9yM,0,10,train
waxing legs,okZ2ekqlC3g,3,13,train
tying necktie,okZwsi7_FOo,15,25,train
kicking field goal,ok_3GX-y1IA,0,10,train
weaving basket,oka-84gqaiU,265,275,train
herding cattle,okb48taUj24,0,10,train
packing,okbGNjMV4Fs,20,30,train
historical reenactment,okbSC4c9Lp8,87,97,train
scrambling eggs,okbh6Hsbyec,229,239,train
moon walking,okd_W11Q3TU,0,10,train
making balloon shapes,okdiL06UJow,117,127,train
eating watermelon,okeUAARajwo,9,19,train
