label,youtube_id,time_start,time_end,split
parkour,_StWyARrwy0,108,118,train
ice fishing,_StmGbkbZZs,54,64,train
massaging person's head,_Su773mX1_w,0,10,train
making a cake,_SuJclxQJgg,97,107,train
grooming cat,_Suui5EH3Fo,8,18,train
cutting watermelon,_SuzF6GO6kY,9,19,train
visiting the zoo,_Sv2KrRYylM,15,25,train
flying kite,_SweY7Oh_nc,91,101,train
filling cake,_Swg8Gkdpqo,61,71,train
longboarding,_SxlbzFLzQs,20,30,train
zumba,_SyAhrLns4k,200,210,train
tango dancing,_SyBkHeRMUQ,182,192,train
tango dancing,_SyNF-jbc-4,10,20,train
tango dancing,_SyU7s7WUbE,155,165,train
tango dancing,_SyUaWqUeAY,31,41,train
changing oil,_Syah2uGnGc,5,15,train
chopping wood,_SzChhp70Lo,435,445,train
spinning poi,_SzZ_qXyfYY,9,19,train
brushing hair,_Szk_ucMB_I,0,10,train
watching tv,_SzvYbm-ZW0,4,14,train
changing wheel (not on bike),_Szz39NAZOk,151,161,train
waving hand,_T-BGUGTe1A,11,21,train
dancing charleston,_T-ZTqzYbmQ,162,172,train
eating ice cream,_T1_5EOb3fI,13,23,train
running on treadmill,_T2GlLXBN8Q,149,159,train
steer roping,_T3Mp-8d77U,1,11,train
sweeping floor,_T4ckdon9H0,2,12,train
salsa dancing,_T5ML6R8IOI,184,194,train
playing field hockey,_T5VKXsv9yg,0,10,train
playing ukulele,_T5ZUrmRiQI,108,118,train
playing flute,_T5kJ8KGHoc,0,10,train
playing piccolo,_T5kJ8KGHoc,4,14,train
head stand,_T5s9r3Q3P4,316,326,train
building lego,_T5sx2BTOV8,22,32,train
catching or throwing softball,_T66J08-9e0,1,11,train
making latte art,_T6W7BMyC-Y,28,38,train
bobsledding,_T6eLHwNIoc,6,16,train
picking blueberries,_T6mkuAh_Hw,6,16,train
extinguishing fire,_T77v4iohOU,29,39,train
jumping sofa,_T7xcailyFY,36,46,train
pushing cart,_T84L-nGs3I,0,10,train
scuba diving,_T8Ffi8MkfM,41,51,train
threading needle,_T9GNJ1kCx0,150,160,train
playing field hockey,_T9Qou_uB2I,29,39,train
blowing glass,_T9XMNGB7mE,82,92,train
climbing tree,_T9XPOFIBg0,24,34,train
splashing water,_T9XyYGqghU,0,10,train
tobogganing,_T9vD1ZpkSQ,63,73,train
playing saxophone,_TBd8TUZ_9g,0,10,train
photocopying,_TBqq5htvYI,5,15,train
combing hair,_TCMLJwaQLA,1,11,train
helmet diving,_TCd08r6lFc,139,149,train
making sushi,_TCjiTFWPck,90,100,train
presenting weather forecast,_TCu5dLASwg,48,58,train
planing wood,_TDNAlGWFcQ,75,85,train
sawing wood,_TDNAlGWFcQ,92,102,train
kicking field goal,_TD_9NtbSH4,35,45,train
decoupage,_TEbnIEEmMc,93,103,train
jumping bicycle,_TG_q-EZypo,0,10,train
wading through mud,_THBmAnfPOs,97,107,train
scrapbooking,_THnKsd9Cjk,77,87,train
curling hair,_TI-fASlyJ4,310,320,train
peeling potatoes,_TIGP7WvMwI,17,27,train
playing oboe,_TIP8swMSi8,71,81,train
bookbinding,_TIo5s8yF8A,368,378,train
curling eyelashes,_TJxFqpMTUk,20,30,train
cooking on campfire,_TK8v5914i0,291,301,train
exercising with an exercise ball,_TKzyWZHjm8,2,12,train
shredding paper,_TLSzeEWOuI,7,17,train
smoking pipe,_TLalPhdc98,2865,2875,train
bouncing on bouncy castle,_TLpImb71jM,0,10,train
pumping gas,_TLyBP7KVwk,1,11,train
shaking hands,_TN7CWQ9_XE,8,18,train
washing hands,_TNd-7FIjMY,501,511,train
doing sudoku,_TNrCxmn6lA,125,135,train
slacklining,_TPCPUXFnj4,0,10,train
moving baby,_TPTSi3PA8M,6,16,train
shooting off fireworks,_TPX1RW0q4I,2,12,train
playing violin,_TPmpTIXxTc,182,192,train
cracking back,_TQtOgTv0Wk,25,35,train
salsa dancing,_TQtYf463GE,2,12,train
flint knapping,_TS8C2Elr_Y,61,71,train
shooting goal (soccer),_TSFhrNepHY,201,211,train
playing rounders,_TSPqKOhWXE,0,10,train
riding unicycle,_TSa4scp6xU,3,13,train
throwing snowballs,_TSlpjO3beA,8,18,train
shuffling feet,_TTLy0QXcTc,26,36,train
tobogganing,_TTq2imSFvU,136,146,train
tiptoeing,_TU2uevNhsA,19,29,train
shuffling cards,_TUcHlaWP-A,37,47,train
eating burger,_TV710bxn2A,123,133,train
playing bass guitar,_TVC00quUk8,110,120,train
making pizza,_TVqvd_j5aA,230,240,train
tackling,_TVwMBJvnO8,6,16,train
building cabinet,_TVyfnB3eWQ,442,452,train
bee keeping,_TVzk52CbL8,711,721,train
headbanging,_TW6j163RrE,3,13,train
cleaning toilet,_TWFnRylv2Q,149,159,train
opening present,_TWWPy_DmKg,71,81,train
massaging feet,_TWsVjxfqSo,17,27,train
slacklining,_TWwsVho6c8,8,18,train
making pizza,_TXSgpKoU1I,18,28,train
belly dancing,_TXZOl6sApU,266,276,train
uncorking champagne,_TY3r8uBaO4,5,15,train
playing beer pong,_TYFFuTavio,0,10,train
news anchoring,_TYZVvyJ0Pw,42,52,train
playing cymbals,_TZ2EXG4lY4,19,29,train
moving baby,_TZDA13oa-4,10,20,train
sucking lolly,_TZKeQPEpSw,122,132,train
headbanging,_TZqsgRFV5g,0,10,train
roasting pig,_T_UU7maNtw,1,11,train
riding snow blower,_TaBkmzAb9o,14,24,train
battle rope training,_TaHOKH-OXk,6,16,train
playing trumpet,_TahksYhovk,0,10,train
square dancing,_TbfE0qnG60,11,21,train
playing bagpipes,_Tc1RoWz5Fg,25,35,train
swinging baseball bat,_Tc8UV9dLGU,38,48,train
playing badminton,_TcDFciTVMg,152,162,train
catching or throwing softball,_TcHdHIakXE,4,14,train
dyeing eyebrows,_Tdrgu4WbGw,16,26,train
opening coconuts,_TeSpdzziYE,37,47,train
playing checkers,_Tep_5cV128,308,318,train
sweeping floor,_Teuec7SEng,284,294,train
mopping floor,_Teuec7SEng,308,318,train
headbutting,_TfSDz8kdNU,3,13,train
throwing tantrum,_TfSL55WMzw,78,88,train
pushing wheelchair,_TfjZ5ziW1k,4,14,train
bee keeping,_Tfy1Po80-A,48,58,train
trimming trees,_TguW7uFDek,193,203,train
flipping pancake,_ThcrDO1zi0,3,13,train
steer roping,_Ti1Fr4fdyQ,8,18,train
trimming shrubs,_TiSu5htP6Q,32,42,train
pulling espresso shot,_TiTuKGow1Y,93,103,train
arguing,_TiiTXoxkEo,117,127,train
chasing,_TiwtvvZBT8,15,25,train
playing billiards,_Tj5GEB_88s,4,14,train
playing ping pong,_TjPc-6f4JM,1,11,train
inflating balloons,_TjvE50iFtY,0,10,train
waking up,_Tk0nqrr_zI,65,75,train
bouncing ball (not juggling),_TkA0kyHjs8,9,19,train
spinning poi,_TkO9Rrzg0A,57,67,train
packing,_Tkm-hOWqrc,0,10,train
letting go of balloon,_TkntCfHniw,0,10,train
ironing,_TlKjBhWf1Y,8,18,train
pulling rope (game),_TlKpu69GjM,0,10,train
smelling feet,_TlQxgNUBiU,6,16,train
making horseshoes,_TlkrbHIPAk,45,55,train
land sailing,_Tm-i2aA-24,147,157,train
blasting sand,_TmxY1AUhXs,92,102,train
tying necktie,_Tn1jeEQrzc,54,64,train
