label,youtube_id,time_start,time_end,split
huddling,A4UoDUntrzM,0,10,train
folding clothes,A4VejfsSQSQ,31,41,train
playing monopoly,A4WDHUobhtQ,708,718,train
cheerleading,A4X1KOEnPyQ,401,411,train
grinding meat,A4Xjz4SHcfQ,39,49,train
playing ukulele,A4Y0XM0_hF4,90,100,train
riding a bike,A4YyWK8DnD8,0,10,train
washing hands,A4Z7k2w5mnc,8,18,train
changing wheel (not on bike),A4ZMYCB62Cc,140,150,train
hopscotch,A4Zqlc-VmAI,0,10,train
using a paint roller,A4Zr0yYGtac,21,31,train
jumpstyle dancing,A4_Zxr2wjuk,7,17,train
playing monopoly,A4_v0awDxPE,576,586,train
headbanging,A4a8nNFnZqA,89,99,train
springboard diving,A4bNdru5q4A,125,135,train
riding mechanical bull,A4bSO6mXbfs,46,56,train
playing badminton,A4bi-d1CDkw,143,153,train
sharpening pencil,A4d2r3TSoxU,1,11,train
giving or receiving award,A4doLkc2eDM,1,11,train
salsa dancing,A4ds5JvLgco,153,163,train
visiting the zoo,A4fOz_N8x_o,172,182,train
playing trumpet,A4fZahbfIms,93,103,train
brush painting,A4fjT2TGmEI,300,310,train
tagging graffiti,A4gSjqf2AvE,34,44,train
paragliding,A4g_5jd5Z8I,6,16,train
barbequing,A4hA3vJ4XiU,141,151,train
dealing cards,A4heSAwYIPA,0,10,train
winking,A4iQjIa56uU,0,10,train
snatch weight lifting,A4jMkhbFEqg,51,61,train
juggling soccer ball,A4jf0WgpTcE,0,10,train
bowling,A4k00DaLlNU,62,72,train
motorcycling,A4kDjiTuy3E,1006,1016,train
windsurfing,A4kMemVpdkA,233,243,train
surfing crowd,A4kQv_ag9Q4,30,40,train
bowling,A4kSdjovX64,40,50,train
zumba,A4kcKOpz-8E,137,147,train
playing pinball,A4kfCzPtQ3A,45,55,train
singing,A4kkByUbJp8,115,125,train
singing,A4kuLj9xGh4,62,72,train
hitting baseball,A4mDtJv4TNk,20,30,train
changing oil,A4mal77lit4,517,527,train
hoverboarding,A4mlnw0B5J4,138,148,train
climbing tree,A4n7l94Ld6w,28,38,train
playing ping pong,A4nQB7tBdCQ,129,139,train
treating wood,A4ncGIR9tSo,130,140,train
eating doughnuts,A4pcp2m4N9E,1,11,train
playing tennis,A4pxPu9iAkw,120,130,train
pushing cart,A4qRBlSh7-4,2,12,train
pouring beer,A4rpcpk5z4c,66,76,train
laughing,A4s5APNF8j0,887,897,train
clay pottery making,A4t3QyX3Vvs,633,643,train
exercising arm,A4tWEAGitpc,11,21,train
front raises,A4tmb59k9W0,6,16,train
planting trees,A4uuQPMb750,107,117,train
blowing out candles,A4uvbs4WMl8,1,11,train
playing rubiks cube,A4v4RXv26qY,302,312,train
cutting orange,A4wQhWWX3pc,77,87,train
baking cookies,A4xQM-KBC_k,63,73,train
flipping pancake,A4xwJVInL2k,47,57,train
burping,A4yI-hT75Vs,2,12,train
making pizza,A4yYQaubZZA,19,29,train
juggling balls,A4y_LUEVgMA,76,86,train
air drumming,A4yvEpvHwQM,2,12,train
baking cookies,A4zwqvwtdgI,39,49,train
making cheese,A5-MWyKJ_Kk,265,275,train
pouring beer,A50Ot-Q5K20,35,45,train
swimming butterfly stroke,A50UYDuqIJ8,12,22,train
swimming front crawl,A50kLDe5JuI,101,111,train
kitesurfing,A51ZO3YNJEo,38,48,train
cutting apple,A51vT33yeEs,12,22,train
contact juggling,A51yvp2ZMto,30,40,train
laughing,A52-Xdc3VXc,6,16,train
checking tires,A52IDlIsMMo,58,68,train
juggling balls,A52tjk0Fw7U,73,83,train
using bagging machine,A53Bgp--xeQ,210,220,train
laying concrete,A53Kqj8CGco,4,14,train
petting cat,A53W3LdRH1w,90,100,train
frying vegetables,A53lBfwyWLA,58,68,train
sled dog racing,A54f3nlUqi0,8,18,train
sausage making,A56-li2QY2g,48,58,train
opening present,A56VU48dN4Q,55,65,train
braiding hair,A57-6x6z8go,89,99,train
flint knapping,A57AiaqFNGY,47,57,train
longboarding,A58D2-j0Z20,53,63,train
waxing back,A58TWlMc5Lg,3,13,train
tasting wine,A58gEVuN_tk,41,51,train
skiing slalom,A5AYPV_nwkY,23,33,train
calculating,A5ArKdNaHC4,174,184,train
building sandcastle,A5Ary85MZSM,177,187,train
playing pinball,A5B-9dV9h4A,0,10,train
playing trumpet,A5B3ocdJG-E,211,221,train
abseiling,A5B8Cg51Ao8,41,51,train
busking,A5BHC_upxn4,89,99,train
juggling balls,A5Bvgi-KWTY,79,89,train
presenting weather forecast,A5C9jjK-518,41,51,train
calligraphy,A5CN1UOYLjM,322,332,train
jumpstyle dancing,A5D3fDq6DBE,86,96,train
longboarding,A5D_nmOnBGY,22,32,train
inflating balloons,A5Dl2VLHrrY,18,28,train
looking at phone,A5DsfFeNJcU,220,230,train
shaking head,A5DwYPwrZ4Q,1,11,train
grooming horse,A5EP2j_ZuGY,261,271,train
snowmobiling,A5ESXg-F3EU,106,116,train
playing piano,A5EuLP9gHpI,15,25,train
hurling (sport),A5EweasLdZE,146,156,train
breakdancing,A5ExvW_xQRM,37,47,train
playing bagpipes,A5FG6Cr9Ve4,125,135,train
sword fighting,A5FSISB9jhM,16,26,train
situp,A5Fu99GoXqI,35,45,train
tasting food,A5GZukqkfas,452,462,train
snowmobiling,A5H14N7FPeI,52,62,train
hugging (not baby),A5H_58WOBeI,125,135,train
sucking lolly,A5I-ORwFSV0,213,223,train
spelunking,A5I3lFccUQE,231,241,train
riding mechanical bull,A5K6Mol0x7o,34,44,train
folding napkins,A5KkxqW6MIM,94,104,train
eating burger,A5Kp3RfDAIE,17,27,train
juggling fire,A5LdV0n3XcQ,86,96,train
shining flashlight,A5Lp2GJHVnM,49,59,train
cutting orange,A5Mczy1qbVo,29,39,train
cartwheeling,A5N9V35QGJ8,19,29,train
cosplaying,A5O0fhZvnO8,41,51,train
feeding birds,A5OzUZjAAMc,0,10,train
trimming trees,A5PBAkClalQ,14,24,train
ice climbing,A5PN-YdoDF4,0,10,train
folding napkins,A5PbUJRwfE8,96,106,train
using segway,A5Po9PIEy8s,0,10,train
playing didgeridoo,A5QCaU86PR4,90,100,train
shaving head,A5QGkf4SALs,309,319,train
auctioning,A5Qh90VFQBs,25,35,train
calculating,A5Qn-LdmZXc,59,69,train
drinking shots,A5QwcbIKvYo,4,14,train
water sliding,A5Rzdy5SKDY,1,11,train
busking,A5S6J7X_8_Q,35,45,train
carving ice,A5SSQILf_ik,0,10,train
pushing cart,A5SaZqN6Wao,27,37,train
smoking,A5T4GsM2B1U,39,49,train
faceplanting,A5TKU2AlYRY,13,23,train
laying stone,A5TYVtuwXsc,21,31,train
sausage making,A5TiSU06AYs,15,25,train
tying shoe laces,A5UlLUKNlbE,42,52,train
bouncing on trampoline,A5V5zKYMDM8,34,44,train
skydiving,A5VPOH64_3Q,62,72,train
checking tires,A5VQGc5-j28,45,55,train
tasting food,A5W-AI9QB34,391,401,train
shot put,A5WH9PwGge0,0,10,train
opening present,A5WbZS0C4_4,388,398,train
flipping pancake,A5WqXVXZETs,0,10,train
cutting orange,A5Wydne64Jg,11,21,train
barbequing,A5XUKnYezg0,500,510,train
cumbia,A5XWAC4FHE4,379,389,train
trimming shrubs,A5XbvBjVwQo,3,13,train
waxing legs,A5YjXUn7iwk,351,361,train
playing with trains,A5ZVs1fzZyE,72,82,train
cutting watermelon,A5ZkpwjQU48,18,28,train
making balloon shapes,A5_4PKhK2rk,10,20,train
climbing tree,A5b9rKmPls4,8,18,train
card throwing,A5bAFmJBCEg,151,161,train
petting cat,A5bnKlQPi0s,124,134,train
ice skating,A5c-clxBwsc,1,11,train
lifting hat,A5c4gtiZKWU,53,63,train
egg hunting,A5c5HoUeyow,592,602,train
singing,A5c8daR2liU,133,143,train
eating burger,A5cDajlW-8E,40,50,train
tai chi,A5cQgxJBWKE,3,13,train
trapezing,A5cgb0uwKXA,61,71,train
embroidering,A5cnWrxFsC4,96,106,train
bookbinding,A5dBagQpYgs,63,73,train
rolling pastry,A5eZx2ab_eI,37,47,train
push up,A5ewKCtUGgk,119,129,train
cracking knuckles,A5fAvtl2TCk,1,11,train
playing ice hockey,A5fqBuaQ7A4,54,64,train
skiing mono,A5gB15cXU5w,0,10,train
dunking basketball,A5guj0Cy3Og,72,82,train
head stand,A5h1PA_Nh7s,25,35,train
riding camel,A5h4Tlal0tg,5,15,train
playing violin,A5hN5Pc1RJU,3,13,train
walking the dog,A5iyXuXHiZQ,243,253,train
capsizing,A5kKqqwOLt8,44,54,train
hula hooping,A5lL5YE5YzM,0,10,train
making tea,A5lyWoFKTrY,36,46,train
steer roping,A5mB0tSNuN0,0,10,train
putting on lipstick,A5mglwT9_KI,70,80,train
playing drums,A5nEY41R85U,142,152,train
training dog,A5nv-VlUB6E,63,73,train
slacklining,A5o3DsqX7xQ,101,111,train
tying knot (not on a tie),A5oHhzcHVN0,111,121,train
playing pinball,A5ocoglMMg4,503,513,train
snowkiting,A5ogdjD5Zkk,85,95,train
tossing coin,A5pnTEs4IdQ,21,31,train
situp,A5qcDZidE2Q,50,60,train
long jump,A5qm4ZMduA8,0,10,train
mowing lawn,A5rGnIsBWV4,7,17,train
hopscotch,A5rf_pKWToE,13,23,train
dribbling basketball,A5soveVGmOw,1,11,train
baking cookies,A5t1K7E7uTM,33,43,train
javelin throw,A5tfPmP8oEM,55,65,train
juggling balls,A5tsajS1BBY,41,51,train
making horseshoes,A5uKRnok2_U,131,141,train
laughing,A5ud8bXhW28,129,139,train
exercising with an exercise ball,A5ugVCyQ3hg,29,39,train
folding napkins,A5w0kUlpWRg,702,712,train
sweeping floor,A5w8HLVwFDg,1,11,train
petting animal (not cat),A5wSt2kzbeU,4,14,train
juggling fire,A5xThU6nOUU,62,72,train
eating carrots,A5xVOTt4wbg,13,23,train
using segway,A5yy6rhW87U,32,42,train
stretching leg,A5zHDjvrFkM,12,22,train
hammer throw,A5zL-H2NAXo,7,17,train
bouncing on bouncy castle,A5z_puO3CQ8,74,84,train
dancing macarena,A5zxGgcBTjE,124,134,train
passing American football (not in game),A6-1pWYzgww,3,13,train
writing,A6-3xWyQXIo,1185,1195,train
scrambling eggs,A6-4rMBC0kg,14,24,train
breathing fire,A6-Z2rlpobQ,7,17,train
weaving basket,A60bZsVC124,121,131,train
folding napkins,A60u5TssghQ,22,32,train
grooming horse,A612ExVPErY,176,186,train
bookbinding,A61Ew8OyA_Q,4,14,train
snowboarding,A61J-H5wntE,163,173,train
looking in mirror,A61NakyLL_w,6,16,train
calligraphy,A61d6c2sjng,7,17,train
news anchoring,A61fZtPTLjo,20,30,train
hopscotch,A61v8GdR0q8,0,10,train
assembling computer,A64MTFjyvyo,1076,1086,train
driving tractor,A66P4nGl7JI,25,35,train
swinging on something,A66QRNxRpwM,0,10,train
robot dancing,A66Z69o5SKs,89,99,train
playing piano,A67DsnZCaEU,120,130,train
playing keyboard,A68CyPZ1IN4,41,51,train
front raises,A68J41gXTyY,4,14,train
standing on hands,A68XJix-Uzw,0,10,train
catching or throwing frisbee,A69u-8N-qck,3,13,train
