label,youtube_id,time_start,time_end,split
bobsledding,O6om-Xv4-3M,5,15,train
zumba,O6os4oMwvE0,24,34,train
playing checkers,O6ouBF7IMN4,276,286,train
arranging flowers,O6owRDvQnVs,85,95,train
bowling,O6oxvYwJPJE,4,14,train
sailing,O6oz3GAAO3Q,13,23,train
pillow fight,O6p7q5GJK00,0,10,train
tango dancing,O6pBb0Q6PQI,124,134,train
eating chips,O6pmdy085y8,116,126,train
making bubbles,O6ptvva1Cao,34,44,train
home roasting coffee,O6qFc0SEYsU,1,11,train
skydiving,O6qm8iPy_Mw,268,278,train
ice climbing,O6r7Wb6N-5s,669,679,train
playing recorder,O6rsS9nnvp0,333,343,train
playing pan pipes,O6s3nwfLaWY,190,200,train
cooking egg,O6sQeAFe8Os,61,71,train
poaching eggs,O6sQeAFe8Os,65,75,train
dancing gangnam style,O6sR4cuImGM,3,13,train
rope pushdown,O6tTgYv3tjM,4,14,train
gymnastics tumbling,O6tkfHP9D1Y,4,14,train
opening present,O6tp5VJiusw,0,10,train
playing didgeridoo,O6u7DHAjnsg,60,70,train
windsurfing,O6uS6YbziQ0,114,124,train
push up,O6ujM8hRw5A,4,14,train
karaoke,O6ukiWqzb7c,0,10,train
petting animal (not cat),O6uqn8GhDQA,82,92,train
wrapping present,O6vKTkNSYNk,32,42,train
lighting candle,O6vesYKpdGY,22,32,train
rolling pastry,O6vrBOKMfgY,387,397,train
applying cream,O6vst6g-dfI,19,29,train
pole vault,O6vvHCfK5Ho,5,15,train
card stacking,O6wAcpQ7pi8,179,189,train
getting a haircut,O6wJ3YSmMZI,95,105,train
skydiving,O6wJGy3SeMw,54,64,train
assembling bicycle,O6wMBdrRM1A,57,67,train
playing bagpipes,O6wQuGb_I2o,6,16,train
shooting off fireworks,O6xtdPJg5gY,11,21,train
doing sudoku,O6y3on-Wdrs,599,609,train
doing jigsaw puzzle,O6yKth_xo5U,283,293,train
biking through snow,O6zNZrSNU-k,3,13,train
visiting the zoo,O7-TRGxnfrQ,121,131,train
putting on sari,O7-n3CJ1un8,89,99,train
carving ice,O701wlfYQOI,95,105,train
throwing discus,O705Vxk1zjw,3,13,train
extinguishing fire,O70De_YLoUI,32,42,train
waking up,O71MaeecW0Y,0,10,train
juggling fire,O72sQWMb99M,314,324,train
javelin throw,O72uOEq_StY,52,62,train
playing nose flute,O73GbtmMMW4,5,15,train
metal detecting,O73Nk34ZKpY,108,118,train
riding unicycle,O73a0AP86Us,48,58,train
sipping cup,O73cVLrZk3Y,27,37,train
putting on sari,O73kxVjBNQY,155,165,train
visiting the zoo,O74cqKbH6w4,152,162,train
using puppets,O75z1_LXurY,220,230,train
playing ocarina,O77KXelMY1k,3,13,train
playing xylophone,O78KDioWxNI,0,10,train
moon walking,O78Po9DVXBg,26,36,train
getting a piercing,O78_ccg3yME,0,10,train
moving furniture,O79-sFjl7ic,23,33,train
unboxing,O79B_xb5-Z4,68,78,train
licking,O7AKl8oMdx8,0,10,train
krumping,O7AKngOrKy8,169,179,train
using inhaler,O7B2DxbFI3c,114,124,train
throwing ball (not baseball or American football),O7BBIP5y49k,15,25,train
deadlifting,O7BP_Hc0XXQ,10,20,train
recording music,O7BWaeBGJtI,67,77,train
ice fishing,O7BY-Hp36ng,0,10,train
playing cymbals,O7BqEMAjEa0,14,24,train
playing with trains,O7CG8ZnJetM,34,44,train
shining flashlight,O7CHjsYWQak,173,183,train
weaving basket,O7DJNeWnmRE,33,43,train
punching bag,O7DKBPYW4d8,62,72,train
dunking basketball,O7DVrAffL8Q,341,351,train
shaving head,O7DlPjWSm-w,7,17,train
eating ice cream,O7DuX1d9X50,8,18,train
peeling apples,O7EbNoYDkgg,27,37,train
golf driving,O7EoPTXzjCw,0,10,train
playing cards,O7F-1a0viik,126,136,train
eating burger,O7F4bvtTklQ,0,10,train
fly tying,O7FTCd1fwZs,130,140,train
long jump,O7FvIj0Mm7Y,0,10,train
pulling espresso shot,O7Fy-bXuXF4,92,102,train
eating burger,O7FzVVSJ-8U,55,65,train
shoot dance,O7G5T_yIAyc,0,10,train
rope pushdown,O7GAJIlNvYI,7,17,train
wrestling,O7GEicrKDZg,0,10,train
chewing gum,O7GVponFm0Q,9,19,train
crying,O7GdtQALp2A,12,22,train
spinning plates,O7Gl9MTolwo,48,58,train
pillow fight,O7HEoErmkEE,74,84,train
playing harmonica,O7HGN0658kQ,10,20,train
skiing slalom,O7HKJnWuVrg,264,274,train
yawning,O7HOw11c2hw,3,13,train
cutting pineapple,O7K-Cu_dAT0,83,93,train
tasting food,O7KO7fBmcxM,72,82,train
docking boat,O7Km5kAjOTY,14,24,train
dancing ballet,O7Km8vl5QO8,101,111,train
yoga,O7Kmjpd_l0g,295,305,train
making a sandwich,O7KuJLbpCOg,41,51,train
high jump,O7KwRb5HDVs,86,96,train
playing paintball,O7L3braMs6I,56,66,train
juggling soccer ball,O7L8dJTKvFc,101,111,train
yoga,O7LAzbxIOss,76,86,train
lighting fire,O7L_5NjeIpY,25,35,train
playing paintball,O7LmlDPiXhc,66,76,train
opening present,O7LtlPaAa1g,2,12,train
plastering,O7N8xdA7Ahg,31,41,train
petting animal (not cat),O7Not03epes,38,48,train
playing xylophone,O7OWtSuYrNQ,12,22,train
playing ukulele,O7OZgeRfiiI,25,35,train
diving cliff,O7OfPLi6XYw,15,25,train
huddling,O7PdINFXmqQ,0,10,train
making balloon shapes,O7Phmk8CwPw,60,70,train
using segway,O7Pk8Rmal7o,4,14,train
inflating balloons,O7PpfOmx3IU,0,10,train
kicking field goal,O7Pt046W1F4,1,11,train
flying kite,O7QcpE3js04,1,11,train
snowmobiling,O7QrnH8nNas,51,61,train
writing,O7RA-J9E47s,833,843,train
situp,O7RcxNxS4wE,1,11,train
trimming or shaving beard,O7SyYZIQP94,86,96,train
clay pottery making,O7TW1RnXE4E,142,152,train
punching person (boxing),O7TY_qt2KEM,76,86,train
playing laser tag,O7TnHyzybEk,10,20,train
playing piano,O7UhoaSLufY,23,33,train
playing american football,O7Uo6UU4r18,29,39,train
feeding goats,O7V8GXYBb90,15,25,train
swing dancing,O7WB1Anbmuo,132,142,train
peeling banana,O7WtRsKOWx8,84,94,train
building sandcastle,O7Wx0siL8Fw,82,92,train
falling off bike,O7XT6k8BNio,1,11,train
fencing (sport),O7XqzpXJFpE,89,99,train
swinging on something,O7XyLDIMHaI,10,20,train
squat,O7Z5LcxI2kE,64,74,train
moving child,O7Zjt7CuKbI,88,98,train
getting a haircut,O7_08lyHzwo,266,276,train
playing bagpipes,O7_EjdkSgZs,18,28,train
riding mule,O7_V0QeiKlc,0,10,train
climbing tree,O7__27Ixe4E,0,10,train
barbequing,O7anPmKYW6A,25,35,train
separating eggs,O7c36gwKVHg,17,27,train
pull ups,O7cNmDgtPNo,3,13,train
laying bricks,O7ceUO22g2Y,27,37,train
cooking scallops,O7dRRKosEUQ,65,75,train
training dog,O7dUJPbGqyw,24,34,train
playing saxophone,O7dfE0t1s0k,29,39,train
vacuuming floor,O7dvQsawxVA,6,16,train
threading needle,O7f4tCsOblM,88,98,train
cracking knuckles,O7fWci-69LI,184,194,train
shuffling feet,O7flUpC5xKs,0,10,train
presenting weather forecast,O7fr1X7Hx7g,36,46,train
dribbling basketball,O7fu13XHVaw,18,28,train
fly tying,O7fuuFf82WU,105,115,train
playing gong,O7gIju-c95M,214,224,train
land sailing,O7g_GhuJw5c,0,10,train
crying,O7galStxIQ4,7,17,train
opening coconuts,O7gcV0pJmd0,180,190,train
lock picking,O7gqcPicEns,13,23,train
walking with crutches,O7h8r3OdOIE,50,60,train
watering plants,O7iE69mQ_Vc,15,25,train
watching tv,O7j3Vk3l0-c,66,76,train
shaking head,O7jgxv7wLag,1,11,train
bouncing on bouncy castle,O7jlOJel0Fk,11,21,train
blowing bubble gum,O7jvcROC38M,31,41,train
passing soccer ball,O7kUk_M3eyg,57,67,train
throwing discus,O7kroNPn53A,4,14,train
sharpening pencil,O7kvZg8bFFg,8,18,train
petting horse,O7lXxmeSVb8,14,24,train
brushing floor,O7lndGHGia4,8,18,train
hula hooping,O7mNxRWzyII,92,102,train
climbing tree,O7nD5TQ6PAw,2,12,train
eating ice cream,O7nQC7JDT30,72,82,train
cooking scallops,O7nS_uu3CZo,113,123,train
pouring wine,O7o1FXvRHE0,12,22,train
lock picking,O7oPan80IJ8,403,413,train
cooking egg,O7q4KQPOUis,254,264,train
ice swimming,O7qcBYfyVg0,57,67,train
passing American football (in game),O7qe33wvHzI,14,24,train
playing volleyball,O7qkUKOdTww,92,102,train
exercising with an exercise ball,O7r-ywGw7hA,36,46,train
