label,youtube_id,time_start,time_end,split
changing wheel (not on bike),tajVjOW_eyE,2,12,train
walking with crutches,tajW0a9DJTQ,18,28,train
front raises,takm_ZKuuPA,89,99,train
tossing salad,talEK_Xi1Ws,280,290,train
hurdling,talrDRw8qbM,1,11,train
playing volleyball,tamC9B6STvc,8,18,train
skipping stone,tanRmOfMhkI,8,18,train
land sailing,tanT9yp8T1w,268,278,train
falling off bike,tanYhU4oNTY,7,17,train
wrestling,tanhcQDrmj0,6,16,train
tie dying,tanhlSMV248,453,463,train
arresting,tanjgQ8fvfc,92,102,train
swinging on something,taoprVort8Q,19,29,train
tapping guitar,taotdwtXdUg,21,31,train
unloading truck,tapPaO0yxbM,27,37,train
arresting,taqRSMsYz5g,156,166,train
blasting sand,tarpj9-N2rI,17,27,train
chasing,tas1BndKoqI,44,54,train
alligator wrestling,tasWJmlGqC8,46,56,train
pirouetting,tasp9oNVOzU,0,10,train
chiseling wood,tatGEhhf1NI,57,67,train
scuba diving,tatJXMlDjjI,22,32,train
celebrating,tau8kC7vcd0,3,13,train
geocaching,tauW0QkUMDM,408,418,train
getting a haircut,tauX8P3JL88,53,63,train
watching tv,taup5MsWnoA,0,10,train
shuffling feet,tavGdJ9ltvM,6,16,train
training dog,tavKJGEwbSE,242,252,train
roasting marshmallows,tavPIQT_c6s,75,85,train
coughing,tavR8hpfoaQ,49,59,train
using segway,tavRQw3oPRE,47,57,train
wrestling,tawB_mbCxwc,58,68,train
longboarding,tawDiwTW95g,47,57,train
watching tv,taxCrJY8p28,29,39,train
trapezing,tay7ICAiKHQ,68,78,train
breading or breadcrumbing,tayqfVS5NlI,269,279,train
mowing lawn,taz3r0u-rW4,6,16,train
sweeping floor,tazCb47Y8Lk,58,68,train
roller skating,tazhF1SncMI,4,14,train
dancing gangnam style,taztYiav4dU,0,10,train
cleaning windows,tb0-FqIQkVE,11,21,train
tango dancing,tb0Bi7MMueQ,20,30,train
blowing out candles,tb0dloQbfzc,14,24,train
laying concrete,tb1Db1zAm_I,34,44,train
wrapping present,tb1wuh99K8Y,12,22,train
poking bellybutton,tb2-OtZGYS8,33,43,train
visiting the zoo,tb29m8mvys0,16,26,train
massaging back,tb2H6yILUBE,269,279,train
clean and jerk,tb4DBOdsPJs,23,33,train
playing ice hockey,tb4Fs5-9Pt4,29,39,train
