label,youtube_id,time_start,time_end,split
shooting goal (soccer),g4YFgv6S06E,572,582,train
dribbling basketball,g4YmaFdiHX8,32,42,train
putting on mascara,g4Z3WPdcJBU,58,68,train
blowing out candles,g4Z6E3JWMFI,2,12,train
lunge,g4ZWVQfCr94,4,14,train
playing bass guitar,g4ZeGNcukZM,0,10,train
skiing crosscountry,g4_hW-XZ-KU,287,297,train
putting in contact lenses,g4_slp91TbU,5,15,train
getting a haircut,g4_zUpof8YI,102,112,train
playing trumpet,g4a3ROBP410,1,11,train
blowing out candles,g4atIsKntc4,1,11,train
hurling (sport),g4bcqMxzE4Q,1,11,train
trimming trees,g4beTg-Jr7k,59,69,train
tying necktie,g4cCbHFHGYg,126,136,train
dunking basketball,g4cExTKlxEY,0,10,train
knitting,g4d-dTg4xng,123,133,train
brush painting,g4dMePLCQm8,6,16,train
geocaching,g4dY9P-Bsxw,78,88,train
polishing furniture,g4dd7nJyALE,159,169,train
cleaning shoes,g4dzkWWRMGk,341,351,train
playing pinball,g4eWnjQHL2s,512,522,train
roasting pig,g4f0AMn7xUY,0,10,train
making the bed,g4f4HWXX1Ak,14,24,train
planting trees,g4f5J8Ah5sk,33,43,train
kissing,g4fRoEjrXWk,132,142,train
arranging flowers,g4gH4RAtuS4,105,115,train
letting go of balloon,g4gdCIgu8S8,58,68,train
whistling,g4gmYm7C7qY,77,87,train
shaving head,g4gtpsHNook,1418,1428,train
card throwing,g4gz83qufy8,2,12,train
clam digging,g4hbpDx2dzU,3,13,train
wrapping present,g4heFwSAqBE,147,157,train
writing,g4i1yrLbGyg,1,11,train
throwing tantrum,g4iYfXim560,0,10,train
sanding floor,g4ieI-SWW4A,0,10,train
krumping,g4ij5NwTj50,18,28,train
sweeping floor,g4j04AMLlSQ,1,11,train
walking on stilts,g4jAoPVS5fo,23,33,train
sanding floor,g4jOC_3_7y8,71,81,train
sailing,g4ja09mDQP4,4,14,train
playing nose flute,g4jn4PdDkec,28,38,train
tying necktie,g4kV0u9TT10,156,166,train
climbing ladder,g4kfNAhXyAk,71,81,train
opening coconuts,g4kiA1VQYRA,1,11,train
snowmobiling,g4l3vDH8yks,283,293,train
making tea,g4lMXvgZ46U,98,108,train
side kick,g4ldNG0feTE,21,31,train
pulling rope (game),g4ljXNeIaHc,11,21,train
waking up,g4lpTo3-UNc,1,11,train
opening present,g4lrcOEupek,32,42,train
