label,youtube_id,time_start,time_end,split
shouting,c7LufPYEmUA,20,30,train
lunge,c7M0NwGclS8,34,44,train
putting on eyeliner,c7MPI1flsdk,97,107,train
smoking hookah,c7MjJ6of8DA,118,128,train
riding snow blower,c7NF5r3J904,18,28,train
bee keeping,c7OMPyIlE7Q,261,271,train
shot put,c7Ow5L4JMU4,9,19,train
giving or receiving award,c7OxJvjBRu4,100,110,train
playing accordion,c7Pa436ZHts,58,68,train
skydiving,c7PayK6PrLo,138,148,train
smoking pipe,c7Pwb1UDWhM,113,123,train
playing rubiks cube,c7QS17oMEKE,222,232,train
tickling,c7RPsFuxh3U,12,22,train
sawing wood,c7R_RDH6s_A,122,132,train
eating burger,c7RhraI2EX0,21,31,train
square dancing,c7SZGzrRWak,185,195,train
grooming horse,c7SweMMGQE8,33,43,train
flint knapping,c7TcetldfO0,266,276,train
ironing,c7TpoWRXX4I,53,63,train
playing checkers,c7V-NlhpEes,30,40,train
finger snapping,c7VFtXc321M,0,10,train
answering questions,c7Vg8YEMyPs,129,139,train
chasing,c7VlYdqbVIU,30,40,train
mountain climber (exercise),c7WMPbadFrc,0,10,train
skipping rope,c7X8E9Nl4NY,115,125,train
juggling balls,c7XPSmYtZPI,0,10,train
bee keeping,c7XqCHPZjTg,46,56,train
fixing hair,c7Y1ozd3SZ0,79,89,train
catching or throwing softball,c7YD_nY3ABs,2,12,train
playing squash or racquetball,c7Zc_g0lFSw,59,69,train
swimming breast stroke,c7Zcnhnm7pc,32,42,train
grooming dog,c7_3kVUqK5s,2,12,train
using remote controller (not gaming),c7_ALZqglB8,16,26,train
stacking dice,c7_UBmY0CCQ,21,31,train
massaging feet,c7aebBvxV5I,144,154,train
carving pumpkin,c7alBoIiE-o,109,119,train
tickling,c7c3UMpBERs,17,27,train
lunge,c7cwcddN6vU,51,61,train
coloring in,c7eFbvMGJR8,62,72,train
surfing water,c7eXqPKQ7OA,64,74,train
hammer throw,c7ee1AUrfHI,22,32,train
playing didgeridoo,c7f-bsIKv1E,4,14,train
fencing (sport),c7f6noxDVDA,25,35,train
repairing puncture,c7gdmTPk6w0,0,10,train
washing hands,c7gejA-s_vk,42,52,train
crossing eyes,c7giUblyW7g,0,10,train
making paper aeroplanes,c7hvUvZagNk,87,97,train
using a paint roller,c7jVUAFZ6G4,278,288,train
windsurfing,c7k9-0tK5ks,66,76,train
making horseshoes,c7kBnpro8NE,1,11,train
cooking sausages (not on barbeque),c7lAbMITPdM,260,270,train
feeding fish,c7lU5bb2oMI,13,23,train
ironing,c7mhGJGo46s,23,33,train
bench pressing,c7nQcrmlLck,1,11,train
hugging baby,c7nTB8Uz2bU,30,40,train
throwing ball (not baseball or American football),c7p4DuQM1cc,147,157,train
making bubbles,c7q13Hja-gQ,267,277,train
building sandcastle,c7qAFO7EMno,5,15,train
deadlifting,c7qYBtEjjNU,29,39,train
filling cake,c7sx3DHEEXE,137,147,train
dribbling basketball,c7t5Y7nI09E,27,37,train
reading book,c7u5vt-QgCI,225,235,train
cosplaying,c7uOAM4KHTM,46,56,train
cheerleading,c7ug6VtOuj4,140,150,train
playing rubiks cube,c7ujCuOnzl8,70,80,train
seasoning food,c7uk6DAyyCw,32,42,train
skipping stone,c7uqriuY8gw,9,19,train
juggling fire,c7uube_HPZ0,37,47,train
gargling,c7v124YDuaY,1,11,train
snorkeling,c7vNleEeVsY,6,16,train
blowing nose,c7vT3faDixY,37,47,train
ice skating,c7vVNVS5MCI,53,63,train
playing drums,c7vYyw_0qNE,45,55,train
playing lute,c7wLjIF1N5o,206,216,train
standing on hands,c7xMsa80obQ,6,16,train
side kick,c7xTxVlZSOk,11,21,train
tap dancing,c7z2GPtNGTQ,41,51,train
brushing hair,c7zLL1_7f-E,91,101,train
tapping pen,c7zqfmJQS-4,23,33,train
playing badminton,c8-Qn04TPLY,2,12,train
pirouetting,c80LlEhy058,55,65,train
falling off chair,c80Qm4NI-LA,36,46,train
waving hand,c80Zt0aHPUA,0,10,train
playing saxophone,c814BGkt0YE,56,66,train
flint knapping,c81_g-2Lp70,147,157,train
rolling pastry,c81n2I2nvJA,87,97,train
stacking dice,c82ErxpiFfQ,24,34,train
salsa dancing,c837W6jwzWQ,1053,1063,train
making balloon shapes,c83RPHVjwAg,49,59,train
drinking shots,c84vbX11QSU,1,11,train
getting a piercing,c85r01ji0XU,0,10,train
playing ukulele,c868zX_HbwQ,7,17,train
making horseshoes,c86bWyRLJ50,9,19,train
robot dancing,c86nm046cLI,13,23,train
brush painting,c86r5ck5gYI,28,38,train
unboxing,c87UB_KyCOk,230,240,train
snowkiting,c87VQMCj_2M,36,46,train
yarn spinning,c87u2BKWxxg,175,185,train
arguing,c89yscl2Yjc,14,24,train
swinging on something,c8A81a9Jl00,43,53,train
stacking dice,c8AIfuJcGc8,11,21,train
cleaning toilet,c8AR9y1sbQ4,56,66,train
weaving basket,c8AcE1kQG84,245,255,train
shaving head,c8AdzQjAlQg,102,112,train
walking with crutches,c8BCI_OXPXw,6,16,train
tasting wine,c8CDcI4DOZg,59,69,train
playing monopoly,c8CPQYxMljI,438,448,train
tying necktie,c8CcTb3SPLQ,9,19,train
dribbling basketball,c8Cl_AczxQ0,1,11,train
feeding birds,c8D-xYubB78,1,11,train
backflip (human),c8DIEjCrjzc,71,81,train
playing ping pong,c8DX-BzQUZs,20,30,train
riding mule,c8Djn2RnG_8,86,96,train
ice skating,c8F9I4K16Gk,3,13,train
finger snapping,c8FBtOrtlUs,0,10,train
base jumping,c8FVW_F4Ips,77,87,train
dunking basketball,c8GDFgXjRCI,19,29,train
bench pressing,c8HWGiyH00o,55,65,train
news anchoring,c8HhwBmRs34,56,66,train
whistling,c8I3O-mhSZI,75,85,train
getting a piercing,c8I9gTV61zE,52,62,train
sanding floor,c8Ivj6WStSE,13,23,train
riding camel,c8Jgzk9atMw,18,28,train
air drumming,c8JskSpXYYY,2,12,train
ski ballet,c8KF_57NiJE,117,127,train
skiing slalom,c8L5gnF1-sw,34,44,train
catching or throwing frisbee,c8LB7GRaRR4,1,11,train
building lego,c8LeoQolQXw,1194,1204,train
playing drums,c8LevTVQ5nk,60,70,train
blowing nose,c8M6uSBgoeA,15,25,train
baking cookies,c8N9aqGstfg,133,143,train
inflating balloons,c8NMs38kvoU,71,81,train
folding napkins,c8O4-52JFGw,15,25,train
cleaning gutters,c8ORTgLf_6w,1,11,train
gymnastics tumbling,c8PLwd8-TJU,24,34,train
cutting apple,c8PSYhN0m2g,34,44,train
eating ice cream,c8PlmSWKJ48,4,14,train
trimming shrubs,c8Q4h2o3ZWw,65,75,train
weaving fabric,c8QEn8zL43w,119,129,train
playing accordion,c8QYZn2cVWU,241,251,train
winking,c8Qb-k4zlFk,0,10,train
blowing glass,c8RpJyi4PLA,53,63,train
tying shoe laces,c8SmVKehF1k,4,14,train
moving furniture,c8T--hG62mg,208,218,train
tap dancing,c8Tq0COAcMU,163,173,train
dribbling basketball,c8TvlOjbrYA,4,14,train
punching bag,c8UTwBP-V2g,219,229,train
using a paint roller,c8Ue-UPLYlc,62,72,train
swimming with dolphins,c8UzTjrzNfs,0,10,train
lighting fire,c8V2AS9VtU4,16,26,train
extinguishing fire,c8V2AS9VtU4,21,31,train
sled dog racing,c8VEwWdNxzM,17,27,train
opening refrigerator,c8VFi6VT2xs,6,16,train
bulldozing,c8VHd7gCHGE,88,98,train
tiptoeing,c8VOsPlKtus,0,10,train
pirouetting,c8WmYgSjvBs,0,10,train
hugging baby,c8Wqr_m8wjM,14,24,train
air drumming,c8X2NNaiBjQ,3,13,train
baking cookies,c8XE5-1ut3s,136,146,train
getting a tattoo,c8Xo5bZQHaA,94,104,train
celebrating,c8Y0hBwq3Rs,208,218,train
applauding,c8Y0hBwq3Rs,21,31,train
helmet diving,c8_9ZaeHT-I,172,182,train
punching person (boxing),c8_G2DihaNw,9,19,train
dunking basketball,c8a236u3Vus,63,73,train
somersaulting,c8adrgYkcxM,12,22,train
geocaching,c8ar6h59yYA,65,75,train
vacuuming floor,c8cCLejdVZk,15,25,train
bench pressing,c8dm8EhPlCU,1,11,train
shuffling cards,c8eNuvwFM9U,65,75,train
leatherworking,c8ex8wUepgA,206,216,train
feeding goats,c8f4J2Q0tZQ,1,11,train
playing field hockey,c8fPUhqsr4c,109,119,train
jumping bicycle,c8ffizkJmz4,0,10,train
dyeing hair,c8ffyjtCEpI,204,214,train
clapping,c8gT_2EY--Q,12,22,train
throwing tantrum,c8gYOMtCGJw,27,37,train
eating watermelon,c8gz-syfs6Q,40,50,train
sieving,c8hVXBQCBzA,2,12,train
tying shoe laces,c8iKEjP5FXI,31,41,train
shaving head,c8ikuAyELWk,17,27,train
pushing wheelchair,c8j2wDt6bFo,0,10,train
eating spaghetti,c8j7cqZBkkY,1,11,train
tobogganing,c8jC8h6w3O8,23,33,train
playing badminton,c8j_ZByLai0,12,22,train
shouting,c8jffExvJmY,43,53,train
massaging feet,c8jk4UftERc,2,12,train
playing guitar,c8k8_EyyNrU,100,110,train
curling hair,c8kwT9JiR48,230,240,train
walking through snow,c8l9lXcDV94,0,10,train
stretching arm,c8ln_nWYMyM,0,10,train
driving car,c8n1096ZMFA,96,106,train
opening wine bottle,c8o4k3MW_GQ,78,88,train
tapping guitar,c8o9vqeJDCw,199,209,train
dancing charleston,c8oNuRjYEf0,19,29,train
building lego,c8ohfgrafmE,7,17,train
opening present,c8pn83vcQ14,11,21,train
tying bow tie,c8q1Dmf3Ze0,22,32,train
sneezing,c8qMcjRo8Ms,24,34,train
walking with crutches,c8sqmwONRkQ,3,13,train
counting money,c8tgwbB2eMk,41,51,train
bench pressing,c8u7KHlpLx4,290,300,train
shooting off fireworks,c8vdfom2_Q8,9,19,train
sword fighting,c8w6ZW6OKcA,27,37,train
hopscotch,c8w_4ri4lPw,107,117,train
playing ping pong,c8wb99rYr0U,118,128,train
dodgeball,c8ws-4ng7cw,24,34,train
playing poker,c8xAn_3A-pM,0,10,train
tai chi,c8xBZs6d3Sg,0,10,train
pretending to be a statue,c8xCGYfSCjg,7,17,train
dealing cards,c8xNWGWMUio,0,10,train
dancing gangnam style,c8xygmMxlIM,0,10,train
preparing salad,c8y3-saPOaM,131,141,train
blasting sand,c8yDE7TKeaY,111,121,train
putting on shoes,c8yFFGs11pA,25,35,train
tying knot (not on a tie),c8yi5ixTo9Y,73,83,train
opening bottle (not wine),c9-ZMT7iopc,2,12,train
making latte art,c90uvCA-nDE,48,58,train
smoking pipe,c91f731PD8U,55,65,train
bookbinding,c92JRUrarPo,56,66,train
mushroom foraging,c92k7rJGXNc,79,89,train
weaving basket,c92oxV2vRYE,47,57,train
