label,youtube_id,time_start,time_end,split
seasoning food,usEkqdvO7FY,80,90,train
playing checkers,usF4YS1dH-g,7,17,train
entering church,usFoFami-Lc,8,18,train
applying cream,usFsFngFEvM,53,63,train
catching or throwing softball,usG9nzE30oc,27,37,train
robot dancing,usGqxhynlNM,0,10,train
ski jumping,usH93XPYey4,6,16,train
bottling,usHfTFZi32o,0,10,train
finger snapping,usHgyKeFMN8,21,31,train
putting wallpaper on wall,usJDRMijn6Q,105,115,train
pumping gas,usN-P2La1I0,2,12,train
wrapping present,usNTNna76kA,168,178,train
being excited,usOhjfYjZU8,17,27,train
shucking oysters,usPCsUfSZT8,93,103,train
taking photo,usPGrWUY2cI,111,121,train
making horseshoes,usPyCX0-uHY,68,78,train
pushing wheelbarrow,usQYoF8i4oE,4,14,train
bouncing on bouncy castle,usRK9xt9Bg8,123,133,train
hoverboarding,usRcpqBn3p8,1114,1124,train
training dog,usSd_v7kGBc,23,33,train
using atm,usSrGjPttOU,22,32,train
repairing puncture,usSx1hT2DV8,101,111,train
cheerleading,usTRAlRM9E4,347,357,train
tossing salad,usTTqapr_OE,285,295,train
cleaning toilet,usTkqIwvcww,15,25,train
paragliding,usTuXaLVVx8,152,162,train
jetskiing,usUj9xtLlZQ,130,140,train
laying tiles,usVV38PlXfk,166,176,train
smashing,usVVBPuh6ig,22,32,train
cleaning pool,usVYXIWwLwg,40,50,train
adjusting glasses,usW5tamWPNw,47,57,train
shooting off fireworks,usWErr-vgXU,0,10,train
changing wheel (not on bike),usWGT5X3bVA,309,319,train
getting a piercing,usWLG5t3DPc,15,25,train
finger snapping,usWquZlBJOk,1,11,train
making slime,usX3h6-Ld7M,241,251,train
paragliding,usYFNebcTOQ,341,351,train
ice swimming,usYU7mMgL2c,16,26,train
changing oil,usZmPh79BIQ,127,137,train
staring,usZwhFZSpUk,0,10,train
abseiling,us_a0MpHgGE,119,129,train
tobogganing,us_a6Gul26I,7,17,train
wood burning (art),us_dYdrutqY,191,201,train
playing tennis,us_pXO_vwPc,31,41,train
standing on hands,usaSehHZtfg,132,142,train
stacking dice,usakFhPy7ng,540,550,train
mushroom foraging,usb5j2-EyU0,53,63,train
jumping into pool,usdPXjJeJLQ,48,58,train
busking,usdRYukvlgo,98,108,train
playing guitar,usdmpuJUaLE,203,213,train
tagging graffiti,useU38j1pAM,4,14,train
sanding wood,useZ2J7vFmM,5,15,train
playing dominoes,ushxLYWrL7E,0,10,train
cleaning gutters,usiVk_8WlEE,190,200,train
polishing furniture,usij6lsk_a4,171,181,train
packing,uskMNtEMgFc,19,29,train
washing feet,uslbRONuxNg,42,52,train
tightrope walking,usmou8ReSf0,1,11,train
playing beer pong,usnx6gqXa6g,4,14,train
crawling baby,uso8WakfCsU,8,18,train
bandaging,usoSo6VcoNQ,0,10,train
playing ocarina,usqo_imOVJg,40,50,train
marriage proposal,usr52UglQhE,19,29,train
playing chess,usrWbnnYNs0,490,500,train
hurling (sport),usrs8tiE4is,3696,3706,train
country line dancing,usrtNXACrfg,25,35,train
throwing ball (not baseball or American football),usrzuB1s_7g,44,54,train
home roasting coffee,ussDQblnPg4,0,10,train
moving furniture,ussDX3KLDfM,6,16,train
playing marbles,ussPl_TWbNg,18,28,train
golf chipping,ustg5XpCZ2g,160,170,train
tapping pen,ustkWyiR0-s,151,161,train
hurling (sport),ustvtFANCU8,9,19,train
spinning poi,usvcRVd0o18,5,15,train
auctioning,usvcyNjULlE,262,272,train
canoeing or kayaking,usvmmrroVYY,56,66,train
playing piccolo,uswf8QPx6eQ,33,43,train
playing harmonica,usyI_UJuz5o,23,33,train
tasting food,usyPTCo3sqg,79,89,train
hoverboarding,ut-63rZkOgo,221,231,train
playing rubiks cube,ut-IpYYBc4Y,577,587,train
grinding meat,ut0_2mvKxbc,12,22,train
gymnastics tumbling,ut15mV9ZJng,2,12,train
gymnastics tumbling,ut1KAuwwsbI,16,26,train
clapping,ut24V2My9Ko,5,15,train
using a microscope,ut2HPnCH-Kg,12,22,train
embroidering,ut3ENaCyE9U,265,275,train
fidgeting,ut3FgVxwZlA,11,21,train
hurdling,ut3lXqtKakA,7,17,train
shuffling feet,ut3u0roj8AU,21,31,train
playing saxophone,ut4D8C5yzIM,5,15,train
brushing teeth,ut4NvEe0ZGM,50,60,train
tossing coin,ut51_YnsXVs,20,30,train
bowling,ut5KKhn4JSc,7,17,train
playing violin,ut5bvBEWC4Y,2,12,train
pouring wine,ut6qFuilbgM,0,10,train
sanding floor,ut6tpLPq0z4,4,14,train
combing hair,ut7i3c_FVcw,176,186,train
moving furniture,ut7kjTDI-8k,73,83,train
playing polo,ut7vzcTvJwM,6,16,train
passing American football (not in game),ut8UM6QifRc,175,185,train
training dog,ut8ZqRU3AEM,125,135,train
playing american football,ut8jqwBu8WE,13,23,train
egg hunting,ut9HRlT1aGc,38,48,train
faceplanting,ut9I__KUaBQ,0,10,train
playing ping pong,ut9KRAt93PY,1016,1026,train
playing hand clapping games,ut9j8n2ni7g,29,39,train
shaping bread dough,utACbYUKzGM,9,19,train
carving marble,utAVSubh42U,8,18,train
driving car,utBHIqq8st0,88,98,train
building sandcastle,utBO22TDTps,42,52,train
winking,utBVlJUQWm4,27,37,train
ice skating,utCeSsD4sfk,32,42,train
pull ups,utDJR0A5UkA,25,35,train
windsurfing,utDbXWcTUIM,56,66,train
gold panning,utDozlpoXdU,4,14,train
cooking chicken,utDw4sn8ETQ,213,223,train
marching,utF4vi3CXwE,96,106,train
riding elephant,utFR8TZrsM8,129,139,train
windsurfing,utGA3irtaNE,45,55,train
using puppets,utG_2BuFCgk,0,10,train
throwing tantrum,utIjiKag2sI,0,10,train
shaping bread dough,utIsA1Mj3pM,124,134,train
hula hooping,utJOFu43uY0,27,37,train
sleeping,utJOtwWKASc,294,304,train
mosh pit dancing,utJdZZ7Ke_Q,19,29,train
arresting,utKGTxOAStc,3,13,train
snorkeling,utLGT0HKpag,4,14,train
bottling,utM0lYo_E4E,6,16,train
using a wrench,utMaq8j98FQ,1,11,train
stacking dice,utNL77rpQVs,9,19,train
riding mule,utOIwWOLZ-c,1,11,train
playing cymbals,utOt3oi9dOg,128,138,train
surveying,utQ16HtbSW0,19,29,train
playing laser tag,utQ6tpLlx-c,76,86,train
stretching arm,utRFfcsd6g0,25,35,train
combing hair,utRTRZPMeVs,0,10,train
using a sledge hammer,utS6zjAyWR8,0,10,train
playing cello,utSJs5h98gY,92,102,train
making horseshoes,utSYPNNo2lU,65,75,train
playing darts,utSlOC4Pc-E,8,18,train
opening bottle (not wine),utTJTkqxnB4,165,175,train
golf putting,utTc6MRpIBo,2,12,train
eating carrots,utTuLg2XcOw,40,50,train
auctioning,utV-NWgb8J8,149,159,train
parkour,utV-dv4Cv7o,12,22,train
making bubbles,utWiL2-a6Js,26,36,train
smoking,utWsStn5bhc,364,374,train
snowkiting,utX9n-nMlX4,13,23,train
popping balloons,utXmB-t9Lv4,49,59,train
flint knapping,utXptLBBWoI,554,564,train
tobogganing,ut_5IsJwpIg,48,58,train
massaging neck,ut_hI0bdkKQ,223,233,train
bookbinding,ut_jpeV2xFI,55,65,train
cooking scallops,ut_rh58rN-k,21,31,train
steering car,uta-5GsxYLQ,0,10,train
mosh pit dancing,uta8QsjTNTc,3,13,train
alligator wrestling,utapSOXwVck,42,52,train
entering church,utbhrtFgiOA,0,10,train
playing shuffleboard,utcWYuo52K4,189,199,train
playing lute,utco7pkrd6k,30,40,train
throwing snowballs,utdgPUzCX80,0,10,train
arguing,utdm7Z59L_g,61,71,train
archery,utejC8Vjeek,2,12,train
playing accordion,utemQ0k0rxc,3,13,train
country line dancing,utf4N8P4vH4,103,113,train
skateboarding,utf4rRk3T8w,246,256,train
hugging baby,utf9DCkXhFE,12,22,train
baby waking up,utfRdLpmz1I,52,62,train
putting on foundation,utfx9pbgydM,116,126,train
using megaphone,utg8Tw1NueQ,37,47,train
huddling,utgEJXuJegY,0,10,train
shining flashlight,uthMsG_UELM,3,13,train
doing sudoku,uthTHJRiKkM,270,280,train
cooking scallops,utiP2-cDhHM,146,156,train
swimming with dolphins,utixB_SygUc,2,12,train
acting in play,utj-fbYfYrA,59,69,train
brush painting,utjE3TT9x_s,1611,1621,train
playing beer pong,utkFhzB1c3E,1,11,train
seasoning food,utkd9ompghM,210,220,train
putting on lipstick,utlwNmvWrQ4,16,26,train
cleaning toilet,utnNNi1P7IU,47,57,train
stretching arm,uto2N7Wjnfg,2,12,train
doing sudoku,utoZckddVMY,188,198,train
arresting,utpKeQned4I,117,127,train
sausage making,utpk0MtSYGQ,226,236,train
staring,utqvbUjx8DQ,71,81,train
taking photo,utr4NfpGL74,74,84,train
headbanging,utrh1HrGggY,0,10,train
high jump,uts-kH1Al4c,0,10,train
rock climbing,utsFhs1sZ7M,76,86,train
flipping bottle,utse-1hAxbQ,140,150,train
headbanging,uttDd4xA1b4,2,12,train
helmet diving,utth3ZgPlIU,23,33,train
jumping sofa,utuUz1CD444,0,10,train
bee keeping,utujUB-6k-Q,19,29,train
gospel singing in church,utvAhKY3viQ,124,134,train
sharpening pencil,utw30Kw5zkA,30,40,train
curling eyelashes,utwUBPxJRY0,280,290,train
eating spaghetti,utxU10f83GQ,1,11,train
geocaching,uty4KxhW3rQ,49,59,train
embroidering,uty5U_xLo3Y,51,61,train
assembling bicycle,uty8A0xG7Ls,53,63,train
braiding hair,utyD1ci_C-0,328,338,train
long jump,utyfnwMTxz0,2,12,train
blowing leaves,utzIW4BQcuU,19,29,train
spinning poi,uu-86KLsukE,43,53,train
making snowman,uu-B78mnOfE,3,13,train
assembling bicycle,uu-HXHcDrW0,34,44,train
playing rounders,uu-IplMlZlw,13,23,train
yoga,uu-JzxgtERE,21,31,train
cutting orange,uu-gdsvuYJw,0,10,train
frying vegetables,uu1NvSTSMek,85,95,train
tie dying,uu1x4eP3uq0,239,249,train
sharpening knives,uu28GqPyvig,308,318,train
carving marble,uu3ww3uh0rU,0,10,train
blending fruit,uu4TarnBoBs,24,34,train
opening door,uu4V709NdQo,18,28,train
eating chips,uu5CsLQuzN4,5,15,train
