label,youtube_id,time_start,time_end,split
chiseling stone,1rKgcWsK1mc,347,357,train
talking on cell phone,1rLZffcoVfs,126,136,train
eating cake,1rLgHXNOoqI,13,23,train
separating eggs,1rLlNTjAdhk,9,19,train
sewing,1rMF2dGihKk,58,68,train
waving hand,1rMbbA8GE-Y,35,45,train
plastering,1rNA1LeL_Fg,177,187,train
counting money,1rNPVU8Ookc,13,23,train
putting on eyeliner,1rOakVUK3MA,181,191,train
putting on eyeliner,1rP0TyeAcjs,56,66,train
herding cattle,1rPuZR6nc5w,0,10,train
eating carrots,1rQaP5Kf5Xw,19,29,train
tying knot (not on a tie),1rQnpxQcu8o,2,12,train
roasting pig,1rRLJHfyG-M,0,10,train
petting cat,1rRNNOo3J-A,6,16,train
bench pressing,1rRgF-9pvP8,5,15,train
chopping meat,1rS8-blRzeg,49,59,train
playing rubiks cube,1rSVbTPtzfU,29,39,train
driving car,1rStqUORI0k,81,91,train
water skiing,1rT2qCi3paM,12,22,train
reading book,1rTqwiGllQ0,203,213,train
playing cello,1rUX5j81FEY,31,41,train
making cheese,1rWKEzOWzrc,35,45,train
skydiving,1rXGE9WElN0,483,493,train
playing guitar,1rXbDKO2MwM,127,137,train
inflating balloons,1rYBnmddPig,17,27,train
lifting hat,1rYCtBrtK-M,182,192,train
standing on hands,1rYqquAPc2A,0,10,train
scrambling eggs,1rYs_wUZ0hM,37,47,train
cooking egg,1rYs_wUZ0hM,53,63,train
running on treadmill,1rYzaIcU34A,172,182,train
sticking tongue out,1rZEfAKO8vk,0,10,train
rolling pastry,1r_5-B_AAgA,108,118,train
raising eyebrows,1r_T3UBM5KI,0,10,train
tying knot (not on a tie),1ralQKlG-ks,2,12,train
carrying baby,1rcWUNIN2Bg,243,253,train
bodysurfing,1rcrXqDfUHg,45,55,train
weaving basket,1rcyDNvRFy4,599,609,train
making sushi,1reab1O2jJY,19,29,train
blowing leaves,1rf7t4sYtIA,11,21,train
doing aerobics,1rfuNK1_ipk,275,285,train
playing organ,1rfzCRvPbVI,117,127,train
archaeological excavation,1rgDNi0cMCc,204,214,train
tightrope walking,1rh_YUW0uCw,88,98,train
barbequing,1rjBNrQvRcI,44,54,train
hitting baseball,1rjZ_m8IZ4c,94,104,train
playing maracas,1rkJjMbYWJE,5,15,train
stretching arm,1rkONf6TKGo,4,14,train
bathing dog,1rkaPONhiE4,178,188,train
karaoke,1rlZ5Q_WcSE,0,10,train
bandaging,1rm5FMiDwH4,174,184,train
smashing,1rmKK2cqz28,59,69,train
cosplaying,1rnWlXqBdT8,68,78,train
lunge,1roVbDOxmDc,81,91,train
playing controller,1rpBnwy0-q4,91,101,train
trimming or shaving beard,1rpScAaF6jo,66,76,train
planting trees,1rptfQKlOTY,2,12,train
riding snow blower,1rqiHUghJOg,0,10,train
throwing water balloon,1rrak8fmdGw,22,32,train
country line dancing,1rsLh2kG96A,106,116,train
playing ice hockey,1rsRKFlhIzo,2,12,train
blowing bubble gum,1rtahCNEjqc,847,857,train
jumping into pool,1ru1h-w970U,22,32,train
reading book,1ruop589fmE,1002,1012,train
cooking egg,1ruzPN0fSKw,340,350,train
wading through water,1rv7k8kqoh8,6,16,train
playing trumpet,1rvFoZFQNLs,142,152,train
tai chi,1rvccIrK1uk,110,120,train
playing pan pipes,1rweg5OLpwY,88,98,train
hopscotch,1rwkw-n_Wb8,29,39,train
making bubbles,1rx-6BQO8Xk,177,187,train
high kick,1rxgtiHgszY,6,16,train
tap dancing,1rxpVuUORA0,29,39,train
poaching eggs,1rxrr2_LdzU,0,10,train
eating watermelon,1ry9dJLCcCI,25,35,train
sword fighting,1ryHrb16FUw,22,32,train
folding napkins,1s-BsMf-ov8,145,155,train
juggling fire,1s-Sdv3hixM,176,186,train
bee keeping,1s-kUqmtF9g,34,44,train
snowboarding,1s2-hShH_WU,5,15,train
weaving basket,1s2rQIU7fqs,670,680,train
cutting pineapple,1s3k0bz-yr8,7,17,train
holding snake,1s3ll56lyC4,62,72,train
eating spaghetti,1s4CMwpOB_0,29,39,train
making pizza,1s4gh2PRqUA,144,154,train
playing saxophone,1s55d-MJrfs,0,10,train
making jewelry,1s56LBDyqsk,246,256,train
gospel singing in church,1s63Wl2MJn0,31,41,train
stretching arm,1s6dfyg_peI,176,186,train
bungee jumping,1s8H_cK_CLA,0,10,train
popping balloons,1s8I3xR-eZw,3,13,train
sign language interpreting,1s9JHo_TdWI,585,595,train
cleaning shoes,1s9yx3bBER8,45,55,train
hurling (sport),1sAKvgfroTg,64,74,train
rope pushdown,1sANogJnrqg,5,15,train
walking through snow,1sB44mLS7do,169,179,train
playing darts,1sByTwlSzUY,70,80,train
punching person (boxing),1sC3xC2gsB0,0,10,train
ironing,1sCZZv7WQuM,62,72,train
plastering,1sD25S6DZ0Y,47,57,train
slapping,1sDmQLJHIKA,14,24,train
headbanging,1sDqtAylcWw,25,35,train
stretching arm,1sE0ZaZSanU,316,326,train
swimming butterfly stroke,1sE7BooYhzw,41,51,train
burping,1sFgOxck3hk,76,86,train
lunge,1sGIQJ7kq_g,1,11,train
celebrating,1sGTyy7yBQQ,20,30,train
bottling,1sIDp7zNuQM,36,46,train
feeding fish,1sIJrloxOzE,35,45,train
cutting watermelon,1sIYkHKfJzU,0,10,train
ice climbing,1sIj8c3PeVs,353,363,train
riding snow blower,1sK83clH7AI,63,73,train
shooting goal (soccer),1sKTVJDctXI,4,14,train
jogging,1sLOq0Nyb_s,330,340,train
baking cookies,1sMjC3V3a9Y,168,178,train
pushing wheelbarrow,1sMz_h1RPr0,45,55,train
catching or throwing frisbee,1sN1o9__Zbc,9,19,train
krumping,1sNC2Cyg1lU,130,140,train
bottling,1sNtNRTcHK0,0,10,train
archaeological excavation,1sPU5ZYbbpM,0,10,train
playing flute,1sQ4ZESZ88k,50,60,train
tasting wine,1sQF9wDKqFc,41,51,train
preparing salad,1sQobbI11ZQ,70,80,train
playing drums,1sQuq2Fx6Vs,15,25,train
giving or receiving award,1sR4p0bsQpk,1,11,train
karaoke,1sS8VbuxZS4,44,54,train
playing saxophone,1sUXjuZUOLM,23,33,train
playing accordion,1sUyNqp5j5M,66,76,train
tossing salad,1sV4oQ2qqT4,98,108,train
raising eyebrows,1sVXcWi8hDg,0,10,train
somersaulting,1sVhgHFXqVY,1,11,train
sword swallowing,1sVnKLmEL6A,47,57,train
whistling,1sVu94u4bm0,57,67,train
playing ping pong,1sWGYYcDXJI,91,101,train
slacklining,1sXQfmj1msg,54,64,train
frying vegetables,1sXlRCAtVAM,705,715,train
playing pinball,1s_-KHFsbGk,12,22,train
hoverboarding,1sa1Un0MMj8,12,22,train
welding,1saO0ol6Ns4,308,318,train
pumping gas,1safhwBj4l4,26,36,train
playing field hockey,1sazJwkVbNY,22,32,train
skipping rope,1scjpxusQx0,145,155,train
swimming front crawl,1sd80jpNIqc,25,35,train
vacuuming car,1sdOS2JEsT4,115,125,train
sucking lolly,1sdv-bevpyw,104,114,train
hoverboarding,1seP0oLsrJY,143,153,train
trimming or shaving beard,1sgbC42uDDw,329,339,train
canoeing or kayaking,1sguT96wUcc,60,70,train
biking through snow,1si6JlMn9bY,100,110,train
catching or throwing frisbee,1sjP_MboKSQ,41,51,train
plastering,1sjVSMypSvY,603,613,train
testifying,1skLVYWLozY,7,17,train
blowing out candles,1skygQeX6Js,57,67,train
popping balloons,1slZLcu_iIE,2,12,train
washing hair,1sn1osZlOAo,0,10,train
moon walking,1sn2CA8fMaE,0,10,train
biking through snow,1sn8u-rQRas,0,10,train
drinking shots,1so9-8alZwA,19,29,train
playing darts,1soio4yfzsk,3,13,train
sipping cup,1spaLlCs8as,0,10,train
playing squash or racquetball,1spcYHmGeQU,8,18,train
cleaning shoes,1sqJCZqLAEE,101,111,train
marriage proposal,1sr6hxrGSQ4,140,150,train
playing beer pong,1ssVqvXJkOo,35,45,train
sipping cup,1sslwy0XVG0,1,11,train
casting fishing line,1sstk2pinbY,10,20,train
sled dog racing,1st4P53je6w,14,24,train
riding unicycle,1stazRiYfSQ,33,43,train
grooming dog,1stnFgiop8U,21,31,train
pushing car,1stofXRR_Ho,0,10,train
bee keeping,1suhyDQEy-8,56,66,train
cutting nails,1sv-RQHd_1I,214,224,train
feeding birds,1swcz_yeblI,127,137,train
decorating the christmas tree,1swvIFgzp2k,45,55,train
hula hooping,1syCIApmW10,1,11,train
putting on sari,1szPI8trAIE,133,143,train
lock picking,1szTTE0hIHE,63,73,train
shearing sheep,1t-AOtdEZgs,161,171,train
washing feet,1t-SLopaMuw,1437,1447,train
clay pottery making,1t03Q5c5zzo,63,73,train
carving ice,1t1-0jVagWY,78,88,train
bee keeping,1t11RmTV7Jk,140,150,train
reading book,1t1lac3rJpc,45,55,train
blowing nose,1t3KPLh5M8M,22,32,train
swimming butterfly stroke,1t3OlVUHTtY,0,10,train
playing cymbals,1t4Y0jNJwDQ,12,22,train
snatch weight lifting,1t4ZyLXbLJE,27,37,train
