label,youtube_id,time_start,time_end,split
silent disco,Mv9PieLhb0M,24,34,train
juggling fire,Mv9dPGSe1m0,90,100,train
auctioning,MvA4e3J7a1s,400,410,train
throwing snowballs,MvAkseaN6ZM,29,39,train
swing dancing,MvBUuWcs5-Q,386,396,train
swimming breast stroke,MvCUNiekn7s,15,25,train
laying decking,MvCceO0Q8ds,84,94,train
sewing,MvClF_QbSb8,93,103,train
trimming or shaving beard,MvDbXBtZBCs,41,51,train
seasoning food,MvE9lmVjn_0,184,194,train
opening door,MvEYXfJCd-4,61,71,train
changing gear in car,MvEarMEs_Ho,566,576,train
parasailing,MvElQ2gtBIk,35,45,train
fencing (sport),MvFAnriJZxI,22,32,train
getting a tattoo,MvFH2CM_up4,15,25,train
making pizza,MvFTtaNCPHA,105,115,train
making slime,MvGDIyMnZ5k,424,434,train
peeling apples,MvGKLzp1JNg,1,11,train
waiting in line,MvHcpB-3-cA,21,31,train
shucking oysters,MvI34Enatho,25,35,train
windsurfing,MvIsr_4Xu0g,322,332,train
peeling apples,MvItL2AYMQ8,88,98,train
climbing a rope,MvIytLbSotw,0,10,train
putting on mascara,MvJCkYnyEXI,176,186,train
news anchoring,MvJNoKsQ8H0,281,291,train
opening present,MvJS1pE0ngw,82,92,train
blowing out candles,MvM_G9Co678,8,18,train
getting a haircut,MvNNH4SkkKo,206,216,train
pulling espresso shot,MvNnNWQojDg,26,36,train
brushing teeth,MvQSVDrmiu8,58,68,train
throwing discus,MvQrFlTpMV8,2,12,train
throwing axe,MvRfxcLvl68,181,191,train
stretching arm,MvSKeMrvtCI,34,44,train
chopping meat,MvSVkVr6mbk,127,137,train
carving ice,MvTMv5OY_Eg,58,68,train
historical reenactment,MvTQkyzWNwM,30,40,train
spray painting,MvTaHp_732U,73,83,train
cooking scallops,MvTyrURQTgo,81,91,train
milking goat,MvU4rUJOZ6Y,97,107,train
climbing ladder,MvUBcQpkZvc,36,46,train
air drumming,MvUJ5n7C1w4,20,30,train
feeding fish,MvUNOHrIDbI,42,52,train
sticking tongue out,MvVRK-fJjmA,174,184,train
letting go of balloon,MvVd3kbD0YE,17,27,train
polishing metal,MvVeKgLFnUY,41,51,train
windsurfing,MvW7gmV4sYI,73,83,train
getting a haircut,MvWGsOiHURA,41,51,train
playing american football,MvXPCYWG2Po,24,34,train
salsa dancing,MvXsqw0oebw,31,41,train
playing keyboard,MvXzQ8i4EvM,6,16,train
needle felting,MvYNhifVxCw,170,180,train
ice skating,MvYTFafve9o,5,15,train
vacuuming floor,MvYuRK9N5IE,37,47,train
riding camel,MvZfGebcfSE,0,10,train
plastering,Mv_mLtzROTI,19,29,train
catching or throwing frisbee,MvbAtYCHG08,29,39,train
push up,MvbNUBw0hhA,363,373,train
tie dying,Mvc7cMQd0sU,20,30,train
dancing charleston,MvcrbUzdnL8,111,121,train
riding mechanical bull,MvdZ_b_SSrg,36,46,train
front raises,MvdkED_C6v8,3,13,train
playing piccolo,Mve8yNDjGpE,1,11,train
shining flashlight,Mvh1e_wftzg,9,19,train
shooting goal (soccer),Mvh364HYLl4,0,10,train
dancing ballet,MvhLJORBm5c,165,175,train
doing nails,Mvh_WVlFbug,321,331,train
spinning plates,MvhmbkdQo24,40,50,train
sharpening knives,MvhqH5vs624,92,102,train
massaging neck,Mvi1n3lsTew,10,20,train
playing squash or racquetball,Mvi5NiHA7Ls,29,39,train
putting on lipstick,MvkL4uI86gc,42,52,train
throwing knife,MvkY6tg-NJA,91,101,train
ripping paper,MvlIfKNI46I,94,104,train
making tea,MvlYnKOgvq0,36,46,train
playing ukulele,Mvlmg8ZZEdE,51,61,train
playing pan pipes,Mvn3LQV1Ci0,73,83,train
playing ukulele,Mvn_pQ_oM8A,177,187,train
skipping rope,MvowVDhmOsY,20,30,train
bulldozing,MvpEVOa8qlg,126,136,train
huddling,MvpNQok4AQ8,19,29,train
exercising with an exercise ball,MvpVLngZj2Y,2,12,train
kicking field goal,Mvr55fyetzc,1,11,train
