label,youtube_id,time_start,time_end,split
delivering mail,js2PC237LhQ,38,48,train
sweeping floor,js2aLOdCbEw,15,25,train
ski ballet,js305tOtGI8,30,40,train
square dancing,js33hzAZ_94,472,482,train
shining flashlight,js3Ya5pmPrw,106,116,train
making the bed,js4loaeieUo,6,16,train
spinning poi,js65tkGxIHE,27,37,train
calculating,js6aoNiUMRc,46,56,train
waxing eyebrows,js710AfJguY,0,10,train
waking up,js7BMbqZGdI,0,10,train
baby waking up,js7frYJxmms,37,47,train
huddling,jsB-Y0tRG8s,45,55,train
weaving fabric,jsBKRg4qX3E,83,93,train
doing jigsaw puzzle,jsBtovCZO5c,110,120,train
putting on eyeliner,jsEHEhRPJlY,174,184,train
pushing car,jsEeOKgSrAU,18,28,train
crawling baby,jsFklmSr7sQ,0,10,train
drop kicking,jsFrUW0wr1I,2,12,train
skipping rope,jsGwLN4lZIc,32,42,train
polishing metal,jsH5kbDC9M0,241,251,train
playing didgeridoo,jsHv69MFP8U,2,12,train
snowboarding,jsL31DB6TOg,101,111,train
swimming with sharks,jsMVEkQAi8o,11,21,train
carrying baby,jsMlHU8V8aQ,56,66,train
getting a haircut,jsNoYWi1P9o,63,73,train
unboxing,jsOUNBO8ACA,87,97,train
bouncing ball (not juggling),jsOnArFoxKY,0,10,train
playing poker,jsPDIWV2Evc,133,143,train
mosh pit dancing,jsQcq2Ka92k,6,16,train
person collecting garbage,jsQsUUzLcIg,60,70,train
drop kicking,jsRctVv_GiI,0,10,train
whistling,jsRjgz7Gbv4,28,38,train
fixing hair,jsSDRN41bCg,126,136,train
peeling banana,jsSOCgagDto,5,15,train
catching or throwing frisbee,jsTIUzDkvso,1,11,train
using a sledge hammer,jsUOkoRay98,47,57,train
surfing crowd,jsUUA9HdQXg,84,94,train
clean and jerk,jsUuaJ1SoNA,79,89,train
pirouetting,jsVubMQ5slE,0,10,train
cleaning pool,jsW9hTmkafc,65,75,train
ripping paper,jsWCkh6uWeE,14,24,train
knitting,jsWzpwSURUM,14,24,train
hurling (sport),jsXTieqw9Eo,49,59,train
milking goat,jsY-j-3zFCY,45,55,train
blowing nose,jsYT9j679-Q,11,21,train
alligator wrestling,jsYTZtfCtEQ,91,101,train
long jump,jsYiitkbr5w,4,14,train
scrapbooking,jsYkoNcHg_M,41,51,train
stomping grapes,jsZI_CEI1s0,56,66,train
eating hotdog,jsZc0YQ5Y2s,2,12,train
stacking cups,js_XhIFBrZk,22,32,train
sharpening knives,jsagcz6TbsQ,151,161,train
preparing salad,jsb8YXR-iS4,31,41,train
golf putting,jsbD5iGDdvo,63,73,train
swimming with sharks,jsbfNTSG2yc,429,439,train
trimming shrubs,jscEXbq7Jcw,0,10,train
making latte art,jscboNHLPfI,25,35,train
blowing out candles,jscmS7VXiyQ,0,10,train
recording music,jscrlq82VOw,23,33,train
watering plants,jscsvbpyf10,58,68,train
passing American football (not in game),jsd8UXS63eo,0,10,train
flying kite,jsdVY8ST5DU,2,12,train
folding napkins,jsduNYPRjZg,35,45,train
winking,jseo4NF68rM,0,10,train
throwing water balloon,jsf4X3eEo4M,77,87,train
flipping bottle,jsfhnwWgcks,59,69,train
hand washing clothes,jsfsX0sbFjQ,264,274,train
playing volleyball,jsgs7isE5nc,97,107,train
flipping bottle,jshDQWITU8E,39,49,train
using megaphone,jsiDCFec3lI,6,16,train
shooting off fireworks,jsijtDUClBA,217,227,train
jetskiing,jsiuZYPMnEM,474,484,train
eating hotdog,jsjMozP3Xgc,26,36,train
picking blueberries,jsjsJM2WAqg,0,10,train
throwing water balloon,jsk0ei1UOAE,8,18,train
tiptoeing,jskIcJwZmRs,1,11,train
embroidering,jskWCxbIdZY,417,427,train
capsizing,jskih5GDLdM,142,152,train
visiting the zoo,jslsUM2fMxs,340,350,train
listening with headphones,jsmmBVjdVKU,215,225,train
peeling banana,jsnglE3QxFk,18,28,train
throwing snowballs,jsnlxU1q9UU,38,48,train
playing billiards,jsogzEc4B6s,64,74,train
bending back,jspaKVOL5C8,18,28,train
dancing charleston,jspuoIBVwsI,49,59,train
jetskiing,jsq5ngWmSqI,255,265,train
decoupage,jsq99SEImKA,64,74,train
playing ukulele,jsqAV08I9VA,2,12,train
cooking sausages (not on barbeque),jsq_j6wGIpU,632,642,train
spray painting,jsr1Ayrc6qA,49,59,train
laying tiles,jssSK1fztqo,204,214,train
lighting fire,jst2iRGs--0,0,10,train
gold panning,jst60EsXl1M,47,57,train
drop kicking,jstAoQBAbZU,0,10,train
tai chi,jstC5H1KyM4,118,128,train
marching,jstQ5RdRVNc,84,94,train
knitting,jstvBXVXxM0,1394,1404,train
whistling,jstvGU5rbh0,79,89,train
catching or throwing baseball,jsuLyyUMcFQ,47,57,train
reading newspaper,jsvPzymOk08,57,67,train
packing,jsveKDJfXOQ,15,25,train
gold panning,jsvktmhdoYI,35,45,train
blowing out candles,jswbgXJwTc0,0,10,train
pulling espresso shot,jswfCZnrjBo,153,163,train
tightrope walking,jsx_Nxeynuk,103,113,train
sharpening knives,jsyEYAKKKBs,142,152,train
carrying weight,jsyUNnd3Kt8,6,16,train
putting in contact lenses,jsys7WVT7DQ,22,32,train
