label,youtube_id,time_start,time_end,split
building lego,yfLjDCc1WeM,340,350,train
stretching leg,yfLkDp2gbbI,31,41,train
sharpening knives,yfLs76kUYHk,52,62,train
massaging legs,yfLsGmigiJs,1,11,train
headbanging,yfLwIdnsS98,0,10,train
auctioning,yfMAmwf0GM8,5,15,train
lawn mower racing,yfNkCJmoNh8,4,14,train
cleaning pool,yfOGBSGBF5s,99,109,train
dancing charleston,yfOz699rz6k,4,14,train
braiding hair,yfPQQVkvq6U,116,126,train
contact juggling,yfPYGMU9M_k,93,103,train
bending metal,yfPuBRxQk88,184,194,train
shining shoes,yfQDyx3noOM,46,56,train
fidgeting,yfQewK2UNyQ,30,40,train
massaging legs,yfQkrjGKsio,34,44,train
yawning,yfRXzGCKOYQ,0,10,train
making horseshoes,yfS1LBHBr8A,22,32,train
drop kicking,yfS3qzX2MeA,0,10,train
brushing teeth,yfSZ6wkt2wU,32,42,train
playing tennis,yfShxiRD3N0,48,58,train
playing basketball,yfSqbZR09fQ,86,96,train
capsizing,yfSwQw925BE,0,10,train
shot put,yfTSR0NuZlg,993,1003,train
tying shoe laces,yfUSeLO6bhY,12,22,train
curling hair,yfV4sZOjjBs,74,84,train
playing oboe,yfV5hxnLgxo,6,16,train
roasting marshmallows,yfWLiaedS9w,17,27,train
cracking neck,yfWiPn-xKxQ,3,13,train
mixing colours,yfXDiZ6PJ_8,0,10,train
whistling,yfYutEB1Luk,12,22,train
dancing charleston,yfYzjyPjh3c,29,39,train
texting,yfZ7uCJGtTY,126,136,train
parasailing,yf_98EKFiRo,0,10,train
walking the dog,yfa-Xx8zR9w,32,42,train
moving child,yfa0seXfOpI,4,14,train
throwing knife,yfa9YoOhaWw,25,35,train
land sailing,yfaacwaiQCQ,148,158,train
tasting beer,yfb227LCbMI,3,13,train
tying bow tie,yfcImzuE2MA,99,109,train
curling hair,yfcjIUSEWuE,43,53,train
squat,yfcwN0-taDI,10,20,train
getting a piercing,yfdFUikAKnc,16,26,train
golf driving,yfdTzxciPE4,0,10,train
shoveling snow,yfegPp89R_M,10,20,train
dining,yfeqJmrkqb4,24,34,train
eating carrots,yfeyLfG4q9g,50,60,train
opening refrigerator,yff1V1ZgxS8,0,10,train
sewing,yff1iGdGntw,49,59,train
playing mahjong,yfgG-9jylaA,17,27,train
calculating,yfgJ21t43zw,171,181,train
taking photo,yfgOxV8ExeU,279,289,train
hand washing clothes,yfhTgJ1UKoY,111,121,train
saluting,yfhsCBFYNw0,20,30,train
flipping pancake,yfiiRxSfYcY,4,14,train
kicking field goal,yfj10CnZso0,65,75,train
doing nails,yfjN6E1k9uI,308,318,train
directing traffic,yfkJxzDL8EA,8,18,train
bee keeping,yfkNCKlVOoY,68,78,train
contorting,yfkSmee1HfQ,19,29,train
cleaning pool,yfkesMNhmTg,109,119,train
popping balloons,yflcQydIRsM,61,71,train
triple jump,yflj-Gu5XL8,20,30,train
robot dancing,yfmKCROEX60,17,27,train
bookbinding,yfn02xEkcb8,729,739,train
wrestling,yfnI-qeDnKw,42,52,train
playing beer pong,yfoFWenz-YE,11,21,train
acting in play,yfoSf6Q89iA,22,32,train
closing door,yfok6TcivNI,17,27,train
cracking knuckles,yfox_cNOXn4,26,36,train
carving ice,yfp833Qa768,3,13,train
playing chess,yfp9-1tLfNA,8,18,train
pirouetting,yfpdrmhB3yg,0,10,train
tango dancing,yfpxmC0b1ew,254,264,train
hand washing clothes,yfq1ruK3bL0,3,13,train
punching bag,yfqPFf_1ibQ,5,15,train
scuba diving,yfrvaU0XLO8,0,10,train
dancing charleston,yfsJmV7ZYy4,1,11,train
contact juggling,yfsPQyiIEzQ,18,28,train
push up,yfun7FrFG9M,3,13,train
blowing glass,yfuoK9GGzqY,37,47,train
using a paint roller,yfuvchtdLxY,17,27,train
jumping jacks,yfvZi8fNsLI,5,15,train
tying shoe laces,yfvhRZBvxUw,109,119,train
wading through mud,yfvlovwIqKU,0,10,train
dumpster diving,yfvnQeFn9YI,9,19,train
unloading truck,yfw7qfZG-gI,46,56,train
shot put,yfw9e1ONr8k,0,10,train
shaping bread dough,yfwxbTuAauU,46,56,train
sleeping,yfxehm32KW0,45,55,train
parkour,yfxrHW2-KLk,4,14,train
planing wood,yfy13r3XCLM,156,166,train
bulldozing,yfy3C3kYGpI,118,128,train
calligraphy,yfy3D6myiHM,61,71,train
shooting basketball,yfyZnnIcBnk,101,111,train
throwing tantrum,yfytu1GjE2A,0,10,train
curling eyelashes,yfzD3jEGs5A,18,28,train
making jewelry,yg--EHh626w,168,178,train
calculating,yg-P6mwKMjA,0,10,train
brushing floor,yg-hQWlGdBE,23,33,train
fixing bicycle,yg0syraItIs,30,40,train
throwing ball (not baseball or American football),yg0ueLCE3bk,115,125,train
disc golfing,yg2Ur8jNl0k,0,10,train
rolling eyes,yg3Jx1hy4aM,6,16,train
playing keyboard,yg3VtKTLg8k,30,40,train
breathing fire,yg3eMEh9Gbg,0,10,train
playing shuffleboard,yg3mXPnsraA,113,123,train
arm wrestling,yg3ou0I7DUk,9,19,train
fixing hair,yg3smJVJ7JU,60,70,train
hammer throw,yg4bk7B0wjw,899,909,train
stomping grapes,yg4lgd-VPRE,11,21,train
canoeing or kayaking,yg4nTEhfd2s,311,321,train
tiptoeing,yg58CwkLl1Q,6,16,train
high fiving,yg5GHc5JJS0,54,64,train
smoking hookah,yg5_SOjxSB0,0,10,train
pumping fist,yg5uwQQzYd4,67,77,train
