label,youtube_id,time_start,time_end,split
playing field hockey,xMHOQ6J6eRM,3553,3563,train
visiting the zoo,xMI1jS0E2Hk,41,51,train
hitting baseball,xMIUw5mi3Eo,9,19,train
person collecting garbage,xMIzgommDN4,125,135,train
surveying,xMJAgcSwekk,0,10,train
digging,xMJkbyq-Iak,20,30,train
playing rounders,xMJysERUkAw,12,22,train
swimming with sharks,xMKhazvhkbs,52,62,train
plastering,xMLGm4osyuU,170,180,train
drooling,xMLRfhEsetY,74,84,train
poaching eggs,xMMJyCpcy1k,447,457,train
winking,xMNY3KmTikM,5,15,train
using puppets,xMOAOgSDvFE,136,146,train
walking the dog,xMOEr5g9_SE,86,96,train
doing sudoku,xMOIQpQgcT0,335,345,train
playing trombone,xMOPA90CBVc,54,64,train
opening bottle (not wine),xMOPl1GyqRc,54,64,train
jumping jacks,xMOUh7lUano,0,10,train
moving child,xMOuLBO88l4,0,10,train
cleaning gutters,xMQ36tsn0Ko,289,299,train
pumping gas,xMQ7SYWEieY,99,109,train
riding or walking with horse,xMR1lOLkieg,5,15,train
pouring milk,xMRCj3ge-6I,47,57,train
yarn spinning,xMR_DWKuoPs,64,74,train
crocheting,xMUN_P9An3I,284,294,train
putting on mascara,xMUpqZCICj8,112,122,train
wrestling,xMUqEeNoQyI,72,82,train
roasting marshmallows,xMVb0xZ1EkU,8,18,train
drop kicking,xMW-6_EXEzQ,1,11,train
shining shoes,xMW-9E0-pQY,155,165,train
testifying,xMXFTgrfwSc,0,10,train
walking through snow,xMXnQe5UKrk,72,82,train
using atm,xMY5FKX91BM,61,71,train
washing hair,xMYh-Mr9zUM,2,12,train
punching bag,xMZJVEx-m14,2,12,train
sawing wood,xMZKR4Jzk9c,111,121,train
inflating balloons,xM_CQZsHOZE,190,200,train
milking goat,xM_MIjgW63w,112,122,train
playing netball,xM_ZImli78g,139,149,train
repairing puncture,xMcItzWk8l4,77,87,train
pole vault,xMcYnlmGnvY,3,13,train
ski jumping,xMe73mx2PJU,3,13,train
making balloon shapes,xMeh8M9HQ2Q,61,71,train
playing cymbals,xMf0ksw37IU,49,59,train
cooking on campfire,xMfuPNkQ4U0,0,10,train
brushing hair,xMgdOstyJvU,18,28,train
putting on eyeliner,xMhmxleDmvA,14,24,train
bee keeping,xMib7FiAsNs,84,94,train
rope pushdown,xMijlg9s_lM,5,15,train
gold panning,xMjCZXsqDk8,285,295,train
being in zero gravity,xMjlBUPTHZE,733,743,train
clapping,xMjsA0wLQLI,2,12,train
shaving legs,xMkOANB7a2o,67,77,train
casting fishing line,xMksaO5Xz-o,91,101,train
gospel singing in church,xMl3qY8bUG0,407,417,train
lifting hat,xMlA2mLwa3Q,237,247,train
bouncing on bouncy castle,xMlpOjJ6GeQ,5,15,train
playing marbles,xMmPSjdj44U,6,16,train
applauding,xMnM_G3sRpI,3,13,train
dyeing hair,xMnjMuaaoxU,89,99,train
catching or throwing frisbee,xMnsqQxcRvs,1,11,train
passing American football (not in game),xMo5amJS4pI,1,11,train
raising eyebrows,xModsg_7Km0,2,12,train
hugging (not baby),xMpNIr5NAjg,7,17,train
hitting baseball,xMpXr9Z-oy4,198,208,train
twiddling fingers,xMq8lWtv-wI,0,10,train
cumbia,xMqrsqRbop0,53,63,train
jumping into pool,xMs2NdR8kts,0,10,train
scuba diving,xMtY-kGbEKE,513,523,train
golf driving,xMtohlcemrg,107,117,train
passing soccer ball,xMuGftqKrps,72,82,train
clam digging,xMv03iRfzo8,163,173,train
cutting orange,xMvL3XOLfVg,208,218,train
climbing ladder,xMvfXgYKxa0,12,22,train
historical reenactment,xMwgwhMqIJg,101,111,train
opening present,xMxGQLlwJHM,20,30,train
person collecting garbage,xMyAOMtgz4k,20,30,train
stretching leg,xMyQ6-EJGxw,126,136,train
country line dancing,xMzFy0rYHo4,95,105,train
playing marbles,xMzhu_s6fd4,14,24,train
seasoning food,xN-7VKk9-Mw,61,71,train
