label,youtube_id,time_start,time_end,split
washing hands,QWkaGI2Lpjg,171,181,train
swinging on something,QWmO4OwiTTY,11,21,train
walking through snow,QWmz2iqh5xg,0,10,train
cleaning pool,QWnDj-YaaVQ,21,31,train
eating hotdog,QWnep6o6wbA,23,33,train
stacking dice,QWnnNuXGbsQ,8,18,train
stomping grapes,QWp2s70rfns,145,155,train
chopping wood,QWp6A-cBg5Q,1,11,train
spinning plates,QWp7_-rXG30,95,105,train
smelling feet,QWpYL1YQQiw,0,10,train
disc golfing,QWpvVugt_mY,44,54,train
fixing bicycle,QWqMlB7m7jw,30,40,train
riding snow blower,QWqSEYCUNVA,115,125,train
counting money,QWqSFYVJ82k,96,106,train
jetskiing,QWqXyaGBYlA,43,53,train
dunking basketball,QWrCPI-68iE,695,705,train
wading through mud,QWsKu-AEK-A,6,16,train
shooting off fireworks,QWt4TucunHU,10,20,train
squat,QWtffTQABKM,119,129,train
jumping into pool,QWuMnBVOenc,19,29,train
playing rounders,QWvJ7XWh-V4,0,10,train
golf chipping,QWvefRWcAE4,134,144,train
acting in play,QWwYt3O-MAo,136,146,train
arresting,QWx_T7s3gMU,317,327,train
hurling (sport),QWxaUGlfjuQ,399,409,train
massaging neck,QWxvQaN_z18,66,76,train
using a sledge hammer,QWy3yQLSxMA,14,24,train
breaking glass,QWyaFNmTatM,0,10,train
sword swallowing,QWyoYOzz8_M,137,147,train
swinging on something,QWzQ913BHjI,30,40,train
chasing,QX-AhlVL9vc,168,178,train
coughing,QX-G8Bkm_QU,17,27,train
pulling espresso shot,QX-iRs99uxQ,92,102,train
waiting in line,QX02k05th1g,211,221,train
burping,QX0hAHda1H0,0,10,train
building sandcastle,QX0jJzOq3n8,55,65,train
setting table,QX0nME1rknU,26,36,train
building sandcastle,QX1yNEyaa5E,41,51,train
putting on mascara,QX2GEDqBlqw,77,87,train
tapping pen,QX4A1ykbzww,82,92,train
packing,QX4WN4_YNX4,0,10,train
filling cake,QX55cTcn8ps,33,43,train
climbing tree,QX5IzK4iFCM,2,12,train
feeding goats,QX5SRyuvH0I,52,62,train
playing polo,QX77nyAF6X0,196,206,train
spinning poi,QX8p2Kqqwz4,113,123,train
cooking chicken,QX9mLRP3yH4,464,474,train
ironing,QXAsuCWs9k0,341,351,train
sausage making,QXBKbFjDVLM,32,42,train
playing poker,QXCUcT0tVww,236,246,train
petting animal (not cat),QXCWkxxJxHk,16,26,train
windsurfing,QXCWtcDhrSk,110,120,train
changing oil,QXCn_KzqWW0,473,483,train
riding snow blower,QXD-Zx2ZM6w,8,18,train
motorcycling,QXDDuhEGr3s,26,36,train
throwing snowballs,QXDr7LlV_qQ,83,93,train
crawling baby,QXDreAjeF2w,5,15,train
sweeping floor,QXDthP8AgbA,0,10,train
breaking glass,QXE9FHfl7Q0,18,28,train
playing nose flute,QXEOG3mcYjM,23,33,train
walking through snow,QXER2ekkn9k,28,38,train
cutting pineapple,QXEZUMod52Q,50,60,train
