label,youtube_id,time_start,time_end,split
eating nachos,mIKeQK_6OuM,129,139,train
historical reenactment,mIL2QkR-2W0,59,69,train
playing checkers,mILwU2BsC8U,526,536,train
cooking egg,mIM7I94zY-s,41,51,train
using bagging machine,mIN2g8IOPRU,18,28,train
juggling soccer ball,mIN40UKC2Ow,0,10,train
building cabinet,mINPh02kimA,313,323,train
laying bricks,mINQnbrXzDw,8,18,train
exercising with an exercise ball,mINanTs6DKY,81,91,train
pouring wine,mINhXkZjebI,0,10,train
welding,mINmx9qWguQ,187,197,train
petting animal (not cat),mIOf91qsbD0,11,21,train
contact juggling,mIOy6PXrOSE,73,83,train
eating ice cream,mIPX5h9xrEc,28,38,train
attending conference,mIP_KfHDxXc,1507,1517,train
high kick,mIQ1kY14MSo,32,42,train
hula hooping,mIQ2emQGlKw,3,13,train
bookbinding,mIQg_ktIQmE,399,409,train
passing soccer ball,mIRVqZGadgw,219,229,train
staring,mIRVxYVwq8g,0,10,train
putting wallpaper on wall,mISTU6LYCYw,471,481,train
pouring beer,mIT0v1N7shs,14,24,train
acting in play,mIVRpDTAEDQ,142,152,train
reading newspaper,mIVePjTyinI,19,29,train
carving pumpkin,mIWvO0F2cnw,36,46,train
carving marble,mIXe3WPRkiM,0,10,train
eating cake,mIZcWBPNIZc,80,90,train
massaging feet,mIZlz3J3hbg,3169,3179,train
mushroom foraging,mI_O4jHxmv8,227,237,train
playing cricket,mI_UWT_ujtk,19,29,train
flipping bottle,mIaF5YSeFcA,210,220,train
using puppets,mIam7RKWCkQ,14,24,train
playing organ,mIanmkgxBG8,162,172,train
hammer throw,mIbCrqf_DO0,3,13,train
calligraphy,mIccC7DmtOM,161,171,train
contact juggling,mIdWUi3-1d4,3,13,train
shining shoes,mIdiiXwwud4,94,104,train
assembling computer,mIdiru7YNuM,519,529,train
wood burning (art),mIebWBpIVDU,121,131,train
extinguishing fire,mIf7LHBALvk,8,18,train
knitting,mIfKIks11GU,1,11,train
rope pushdown,mIfKcNp3CAo,9,19,train
catching or throwing baseball,mIgB0b1yNlI,3,13,train
helmet diving,mIgOk71eZK0,40,50,train
lifting hat,mIhKh2IhTAI,84,94,train
playing cello,mIhV91drl-s,161,171,train
chopping wood,mIh_o_W_J90,0,10,train
fencing (sport),mIi3iNmjPcY,10,20,train
arranging flowers,mIiG5Ve345k,468,478,train
pretending to be a statue,mIjI_Kng34g,59,69,train
lighting candle,mIjRoKTwjug,112,122,train
throwing knife,mIjSUC0K2Eg,0,10,train
skiing slalom,mIjwfQsdko0,14,24,train
carrying weight,mIlO9qmr0Pc,4,14,train
kicking soccer ball,mIlQAd7tBGk,50,60,train
disc golfing,mIm2Oy0ynoE,26,36,train
playing nose flute,mImy7NBAYas,34,44,train
weaving basket,mInD_NNCdb0,165,175,train
waiting in line,mIncXSW7KZ4,2,12,train
playing ukulele,mIncqTZ5qmc,43,53,train
dunking basketball,mIoJFSS3dSw,4,14,train
doing laundry,mIoaUn1xPfs,44,54,train
cooking sausages (not on barbeque),mIp1abXopn0,605,615,train
bouncing ball (not juggling),mIpVyz8ku94,17,27,train
kicking soccer ball,mIpXHV0ql6I,34,44,train
motorcycling,mIpnNEAu1Dc,68,78,train
punching bag,mIqBLxiqdVQ,6,16,train
swimming with dolphins,mIqN-SMK6Us,188,198,train
applying cream,mIqOp6OKJ88,232,242,train
playing pan pipes,mIqTCQfw-IE,61,71,train
brush painting,mIqdlVudLAs,76,86,train
embroidering,mIqoLgUUEFk,99,109,train
riding elephant,mIqrHxLW6EU,42,52,train
cooking sausages (not on barbeque),mIquQaur7Mc,155,165,train
playing didgeridoo,mIr_3HAVCd8,154,164,train
dancing gangnam style,mIs0oeXOnLo,81,91,train
kicking soccer ball,mIsn0-jAyug,3,13,train
archaeological excavation,mIsuACDptI8,116,126,train
falling off bike,mItERPTsB48,50,60,train
catching fish,mItwdah4mws,359,369,train
pushing car,mIu45ueBUiI,6,16,train
petting animal (not cat),mIue2pFiqKg,6,16,train
making slime,mIvHWXtrepw,52,62,train
pillow fight,mIvknGdCOiA,40,50,train
marriage proposal,mIwIeSHAgOI,145,155,train
cooking scallops,mIwXC0_IuK0,0,10,train
putting on lipstick,mIwkfBWC018,0,10,train
cooking chicken,mIx4mZuv7hw,185,195,train
canoeing or kayaking,mIx69PI42fw,55,65,train
canoeing or kayaking,mIx8HrTDeFk,8,18,train
blowing nose,mIxhEF56t8E,4,14,train
crossing river,mIxkdGmN-0Q,22,32,train
cutting pineapple,mIz5ufqRUDs,1,11,train
lawn mower racing,mIz7UZotII8,71,81,train
