label,youtube_id,time_start,time_end,split
playing bagpipes,LfzSch1T2TI,39,49,train
parkour,Lg-BqGczBy4,0,10,train
riding mule,Lg-L-3XLGIs,4,14,train
snowboarding,Lg-LBRD1B0g,502,512,train
tasting food,Lg-Xb4ryvrY,230,240,train
mowing lawn,Lg-mJS-BZZo,8,18,train
bench pressing,Lg-mP6d_qUo,3,13,train
knitting,Lg098br_Zos,104,114,train
bench pressing,Lg0Jx5iMZE0,4,14,train
testifying,Lg0LvtgiHrI,40,50,train
clean and jerk,Lg1BfjJYGbU,5,15,train
waxing back,Lg1cptfLfs4,26,36,train
massaging feet,Lg1j5-CLb0U,29,39,train
clapping,Lg1y5J1ZRKc,9,19,train
changing gear in car,Lg2QwDKpYM4,149,159,train
embroidering,Lg4tyoZwK5E,230,240,train
counting money,Lg5rjZuve_w,231,241,train
milking cow,Lg5sTw3gWvo,0,10,train
tagging graffiti,Lg5zBUm6uTs,0,10,train
chopping wood,Lg6QZST92xo,37,47,train
pirouetting,Lg79g3ukyxs,4,14,train
playing xylophone,Lg7G5FwfYjk,7,17,train
picking blueberries,Lg7fXLoV-n8,54,64,train
playing didgeridoo,Lg7oYXzu1H4,8,18,train
juggling soccer ball,Lg8NBA6SJ9E,31,41,train
whistling,LgA8TUWkb34,53,63,train
headbutting,LgAewuDV50o,112,122,train
carrying baby,LgBSVFVWVGE,119,129,train
breathing fire,LgBtFCmVx4Y,0,10,train
eating ice cream,LgCBAVw_EIY,111,121,train
eating burger,LgC_be055mE,37,47,train
robot dancing,LgDHJ52GsDY,110,120,train
repairing puncture,LgDHyZ31_0Q,72,82,train
ripping paper,LgE_9NWwlbo,0,10,train
playing tennis,LgGCdov3bKw,4,14,train
exercising with an exercise ball,LgGekSXlpdM,31,41,train
blowing out candles,LgHB-PEWODk,2,12,train
cooking chicken,LgHPgHb1LSU,183,193,train
climbing ladder,LgHcexoy07M,17,27,train
rock scissors paper,LgIJSAAU9LE,51,61,train
needle felting,LgKKoCZ76JE,172,182,train
sticking tongue out,LgKvHJh9nZE,2,12,train
building shed,LgLPq3wL1tc,16,26,train
slapping,LgMwpbLr0W4,26,36,train
opening wine bottle,LgNHlOmne8k,0,10,train
roasting marshmallows,LgOMyPcPxcM,171,181,train
smoking,LgQ8O3aXkZ4,55,65,train
breakdancing,LgQDQzm95lw,17,27,train
steering car,LgR88YT5y0E,0,10,train
checking watch,LgRGsQ9iJzs,18,28,train
playing cards,LgS-OJc0roc,30,40,train
bodysurfing,LgSNHjjgc5w,0,10,train
eating ice cream,LgSUerU4ZyE,29,39,train
arguing,LgTHQI-HwqU,7,17,train
playing rubiks cube,LgUEvGb9PVY,88,98,train
swinging on something,LgV9b_lPuIs,23,33,train
swinging on something,LgVRTKJBfQw,2,12,train
swimming backstroke,LgVV8YoPzbU,134,144,train
applying cream,LgW8pMDtylE,41,51,train
attending conference,LgWNYsYqaG0,24,34,train
motorcycling,LgWOHChkgY4,53,63,train
tie dying,LgWSKD_my4k,10,20,train
playing bass guitar,LgWUjzlx470,367,377,train
ironing,LgX-3qSHYfU,17,27,train
tapping guitar,LgYhBhwC0eE,56,66,train
flint knapping,LgYl8dw6i8A,97,107,train
rolling pastry,LgYnXCZAVKQ,37,47,train
lunge,LgZD9ZFk-cE,8,18,train
catching or throwing softball,LgZIxGNhfQc,3,13,train
tying shoe laces,LgZt6EpY4G4,18,28,train
putting on lipstick,Lg_0EIUbHZo,119,129,train
making the bed,Lg_0VqVt3RQ,74,84,train
juggling balls,Lg_pORWh6Rc,44,54,train
riding mechanical bull,LgaKiNwc0HE,35,45,train
petting cat,LgbOq6JX-Pk,5,15,train
punching person (boxing),LgbgeRGhdhg,95,105,train
playing accordion,LgbmZj8f48U,10,20,train
