label,youtube_id,time_start,time_end,split
playing with trains,w8_PGaT3vno,14,24,train
presenting weather forecast,w8_Qt4flqI8,77,87,train
flipping bottle,w8aKt-9kpjg,395,405,train
cleaning windows,w8aU9oATvHw,14,24,train
trapezing,w8aUF2qs3b8,37,47,train
punching person (boxing),w8aerkHG_7A,87,97,train
sailing,w8b9hFRUbAE,12,22,train
polishing furniture,w8bZe-njJwU,1,11,train
pouring wine,w8bc68JCWX4,220,230,train
riding a bike,w8cAtHhaY54,14,24,train
shaking hands,w8djO5mKFRg,0,10,train
playing field hockey,w8eCkpbhkSE,52,62,train
situp,w8eLad3z-Mo,78,88,train
breading or breadcrumbing,w8em4WScQsA,207,217,train
trapezing,w8f2A7chCTw,11,21,train
rolling pastry,w8fNAr2Gk1E,42,52,train
playing squash or racquetball,w8fPj7rksRk,203,213,train
juggling soccer ball,w8g_ZH3Vz0s,74,84,train
beatboxing,w8hD3PqDpjg,224,234,train
using bagging machine,w8iEE5XAFO8,262,272,train
wrapping present,w8iRszMpS-o,13,23,train
playing ping pong,w8iqurRD3-8,2,12,train
tapping guitar,w8j8-cfoX1A,65,75,train
skipping rope,w8jy4fztBJU,17,27,train
situp,w8kBsZ10YjU,9,19,train
playing chess,w8kLQ2m9UEQ,283,293,train
spinning plates,w8kO99uH3Fc,0,10,train
throwing tantrum,w8l5q1REgKk,149,159,train
cumbia,w8laNK1bxTo,73,83,train
tying bow tie,w8lqU19M4Cw,0,10,train
ski ballet,w8mZx3LHmyw,7,17,train
presenting weather forecast,w8maddvZfe8,13,23,train
using a microscope,w8oNMh7-uEU,0,10,train
cutting pineapple,w8onJSL5vyw,35,45,train
dealing cards,w8p6STCLRCw,147,157,train
folding clothes,w8pP5FRHsfQ,21,31,train
playing controller,w8pUha4ymm0,777,787,train
playing monopoly,w8pxMTTP8qQ,186,196,train
massaging neck,w8q3Vdc8_ps,151,161,train
head stand,w8r9B6h1RGU,225,235,train
cleaning shoes,w8rTULZCkzk,138,148,train
embroidering,w8sZ_DvKZJw,7,17,train
deadlifting,w8se5HOFbro,38,48,train
playing ocarina,w8t6AwLpBvo,14,24,train
jumping sofa,w8tAQ1cHIfs,11,21,train
hula hooping,w8tIHVJEk5Y,27,37,train
sleeping,w8ts4gxzsOs,52,62,train
splashing water,w8tsT-Z9I0c,0,10,train
petting cat,w8uHwFCHiE0,306,316,train
adjusting glasses,w8unsDgulX4,32,42,train
polishing metal,w8uysR1WD_w,71,81,train
tapping pen,w8vxac4UH8M,5,15,train
climbing ladder,w8wBNEU6cy0,30,40,train
trimming shrubs,w8wECIfyxK0,65,75,train
battle rope training,w8wROIUtvZE,13,23,train
decoupage,w8xdqd1AHnE,118,128,train
cleaning gutters,w8yTIf7CIKE,9,19,train
pouring wine,w8zAEvkz5gU,30,40,train
opening coconuts,w8z_55szEUI,0,10,train
cosplaying,w8zkKGKkrtc,161,171,train
high kick,w9-7uSjZK2k,0,10,train
playing ice hockey,w9-9zmgZAmQ,549,559,train
curling eyelashes,w9-D3ovF6es,173,183,train
raising eyebrows,w9-iELH0EOk,0,10,train
ice climbing,w90PeblCpUs,144,154,train
planing wood,w90qs5b04zI,19,29,train
bookbinding,w91VOHObK18,1139,1149,train
watching tv,w91bT2VWyqU,0,10,train
swimming breast stroke,w922O8Z6wHk,111,121,train
grinding meat,w92cXLqBbXA,127,137,train
battle rope training,w92yG1BJb9A,0,10,train
sword fighting,w94eSNYFfnw,18,28,train
waxing eyebrows,w94gtoDcu8c,29,39,train
peeling potatoes,w95486SXzHM,20,30,train
water skiing,w96PbA0wB0E,314,324,train
spinning poi,w96Qyj3yGA4,17,27,train
throwing tantrum,w96_PVOjOag,1,11,train
golf chipping,w97d0KY4dMk,27,37,train
ironing,w97r-yk9NgQ,12,22,train
massaging feet,w986uZElIRQ,92,102,train
exercising with an exercise ball,w98WQQwYMLs,47,57,train
breaking glass,w98XVKDF8bI,0,10,train
eating chips,w98fWTdYXWc,253,263,train
breaking boards,w9A3uxYk8oA,42,52,train
sawing wood,w9AnkkxWNes,0,10,train
using circular saw,w9AnkkxWNes,4,14,train
welding,w9BG8DDsDZI,95,105,train
fidgeting,w9BTvbHfPoo,0,10,train
tiptoeing,w9BqBrAbEpU,4,14,train
playing checkers,w9BzJss9et8,252,262,train
making bubbles,w9CBsYMa2Jo,22,32,train
walking with crutches,w9Chvvi6QvM,13,23,train
vacuuming floor,w9Crea-drkk,1,11,train
playing ping pong,w9DMpT_Yfeg,162,172,train
climbing tree,w9E34UuJalI,91,101,train
petting cat,w9FbfcsDFgY,22,32,train
eating burger,w9G7CpkBBM0,1,11,train
sharpening knives,w9GatB_vE7g,262,272,train
playing organ,w9Hd8f6F96c,613,623,train
cleaning windows,w9ILsWGIl7o,26,36,train
springboard diving,w9IVzLTM1fk,46,56,train
abseiling,w9IZFxbn6w0,222,232,train
dribbling basketball,w9JKpMtQ_gI,53,63,train
filling cake,w9JTwlRQtEM,131,141,train
ironing hair,w9JYPYccvmM,72,82,train
pushing wheelchair,w9JhLzWYNyk,191,201,train
ripping paper,w9Jpg_-THJA,2,12,train
opening refrigerator,w9JytBkJkq0,20,30,train
sawing wood,w9LB30lYVAQ,244,254,train
mopping floor,w9LRKWLmw0A,135,145,train
shooting basketball,w9LTuU40jFQ,14,24,train
tasting food,w9LkS1mbpmY,102,112,train
news anchoring,w9LpbI_3HMc,221,231,train
mosh pit dancing,w9M86NaU3oE,29,39,train
grooming horse,w9N__iNK8AY,137,147,train
riding or walking with horse,w9O97FblmYw,643,653,train
jumping into pool,w9OSAtDZBAs,4,14,train
bottling,w9Oag1JFUPw,159,169,train
massaging feet,w9Ob4bVNPMo,64,74,train
tasting food,w9OeACA9LCw,26,36,train
checking watch,w9Ox4kVmlZ8,10,20,train
pulling rope (game),w9PcgGEuD0w,0,10,train
threading needle,w9Pxkzyn4lU,18,28,train
building sandcastle,w9QcHd26JsU,1,11,train
jumping bicycle,w9Qg871TniU,0,10,train
geocaching,w9R77WWOEb8,69,79,train
triple jump,w9RhrGK5FSg,0,10,train
cleaning shoes,w9RryZ3yrFk,165,175,train
mopping floor,w9S43a_oUp0,186,196,train
presenting weather forecast,w9SRFUkxHtA,57,67,train
roasting pig,w9SmBlskVww,123,133,train
scrambling eggs,w9TiB3CpHqY,217,227,train
exercising with an exercise ball,w9Ts027EFRA,130,140,train
folding paper,w9UPTvDkWcQ,21,31,train
golf putting,w9Us6xs5MZQ,23,33,train
polishing furniture,w9VbimI8qSA,33,43,train
poking bellybutton,w9VfhHE53HA,0,10,train
bathing dog,w9W6o-iHJGc,91,101,train
changing wheel (not on bike),w9WG-ZhUsnI,131,141,train
embroidering,w9WVNHPr-Ho,36,46,train
twiddling fingers,w9WxP3iqZwc,111,121,train
standing on hands,w9XALs6TiSE,5,15,train
arguing,w9XPE0pYY9c,0,10,train
changing wheel (not on bike),w9Xt4IWKy5A,75,85,train
cleaning windows,w9YJXYWCIns,17,27,train
petting animal (not cat),w9Yh84cZelw,90,100,train
playing polo,w9ZWpx6pPbo,232,242,train
shredding paper,w9ZopI6uQQ4,264,274,train
windsurfing,w9_t7STXD1c,96,106,train
winking,w9aUIoU6QT4,8,18,train
blowing glass,w9ayJwcm7Hw,61,71,train
arresting,w9b8EN0LSvo,183,193,train
mixing colours,w9bKbfeDvWw,47,57,train
ironing,w9bnc95whPo,17,27,train
playing ukulele,w9ct6K6vFcY,2,12,train
walking on stilts,w9dj7jL17m4,15,25,train
treating wood,w9dv8JHhN2o,0,10,train
using a power drill,w9eHj5FHyRY,15,25,train
drawing,w9eRc6A5nsg,48,58,train
burping,w9f7RcQqLUM,3,13,train
folding clothes,w9fYKClf-sM,10,20,train
pulling rope (game),w9fZgI4aVEQ,0,10,train
flipping bottle,w9fwD4QKQOE,1,11,train
jumping sofa,w9g4h0huAy0,10,20,train
kissing,w9gCCACran4,73,83,train
cooking sausages (not on barbeque),w9gHp2CSzYI,31,41,train
jumping jacks,w9gJIpwFWlc,0,10,train
petting animal (not cat),w9gSbDQng44,17,27,train
javelin throw,w9gfsFheLYg,3,13,train
hopscotch,w9gqggr0s30,13,23,train
opening present,w9gy9c5MQac,1074,1084,train
playing pan pipes,w9gzwY9XSQM,255,265,train
riding unicycle,w9iTL1Kbjqc,2,12,train
roasting marshmallows,w9iWe6bwKsU,28,38,train
pulling espresso shot,w9jJQqDKGk0,2,12,train
repairing puncture,w9jo_K4ye44,81,91,train
eating burger,w9k7SP_ayd0,99,109,train
doing jigsaw puzzle,w9lIeiR3Jyo,196,206,train
bookbinding,w9mF9ootvRo,30,40,train
walking with crutches,w9mFrl7Tl-c,23,33,train
standing on hands,w9nNWf9VG4E,1,11,train
snowkiting,w9np1FTetck,22,32,train
peeling banana,w9nyGprbKNI,4,14,train
diving cliff,w9oeWcwuNFk,38,48,train
sweeping floor,w9pO2VPF4yE,1,11,train
shouting,w9pbPaZSHJ0,17,27,train
talking on cell phone,w9py9tXJV_s,1,11,train
playing polo,w9qVq8Syk5Q,38,48,train
looking in mirror,w9qkZ-yFiOo,1,11,train
playing oboe,w9qpPShwp7w,194,204,train
roasting marshmallows,w9r3EG3FvSE,88,98,train
abseiling,w9rNLvIcsmE,343,353,train
moving child,w9rSfIDRBR4,22,32,train
reading newspaper,w9rpLqzBYQw,23,33,train
visiting the zoo,w9sELish_Pw,564,574,train
sucking lolly,w9sfYTev4NM,0,10,train
tickling,w9ssoxoSBQs,64,74,train
throwing axe,w9tG1NqzgCs,1,11,train
waxing back,w9teSs9zyX0,32,42,train
slacklining,w9u7vJurMhA,61,71,train
playing trumpet,w9uK7ZG8SEo,101,111,train
tap dancing,w9uTzDVx06Q,34,44,train
dunking basketball,w9vBndZOxYw,112,122,train
dancing charleston,w9vj58zJN34,57,67,train
push up,w9vqYVvzI0o,0,10,train
shot put,w9w06M5mk_I,17,27,train
capsizing,w9wHBtZ85jI,6,16,train
swinging on something,w9wv5LeHh0U,18,28,train
smoking hookah,w9x6mDq1tK0,23,33,train
flying kite,w9xRwjuPd5g,11,21,train
belly dancing,w9yCJTECSWw,55,65,train
playing dominoes,w9yW4wJFe-c,0,10,train
sled dog racing,w9ygd0aB73Q,3,13,train
rolling pastry,w9zpCe_7_-c,157,167,train
cleaning windows,wA-6otwDN6c,46,56,train
dribbling basketball,wA-Go38SxrM,52,62,train
washing hair,wA-YjcWzCXo,128,138,train
building shed,wA0Bx2eneI8,44,54,train
playing netball,wA0SKAcquZk,13,23,train
ripping paper,wA0_eRtz2Qg,32,42,train
juggling balls,wA16-0d3YUM,70,80,train
bartending,wA1BpjEtDRs,35,45,train
head stand,wA1PrR3mLgk,11,21,train
sticking tongue out,wA2CJSsHDuw,5,15,train
swing dancing,wA2nd8Xdluc,40,50,train
changing oil,wA3-BlaTbpk,127,137,train
tying bow tie,wA4Z9pPsKcI,49,59,train
massaging feet,wA4wckaMxe0,0,10,train
smoking hookah,wA52ZqIq2Os,0,10,train
using a power drill,wA54s6MpVvc,46,56,train
skipping rope,wA54spSucH0,54,64,train
swimming butterfly stroke,wA5CtnglTAo,8,18,train
ironing,wA5MNAKhnVo,7,17,train
moving baby,wA5ZpNsyhHQ,43,53,train
long jump,wA7Eerl0UyE,5,15,train
pushing wheelbarrow,wA7LMr8hswA,17,27,train
clay pottery making,wA8CxpxziK8,205,215,train
filling eyebrows,wA8Lw6tpvpk,242,252,train
tapping pen,wA9MvTEZTEI,52,62,train
biking through snow,wA9OcWxFOHM,159,169,train
seasoning food,wAAXWCRP6nw,0,10,train
using circular saw,wAB8YIP8dIU,26,36,train
high kick,wABqArpnNqA,0,10,train
cracking neck,wACtCkrmYSw,10,20,train
playing ukulele,wAD8mlEWdXI,111,121,train
cracking knuckles,wADooPRmEb8,16,26,train
sharpening pencil,wADoq47QpGk,4,14,train
flying kite,wAEyBwkq8is,0,10,train
making sushi,wAF9Laa7kaY,23,33,train
playing guitar,wAGVVTOm79M,54,64,train
making jewelry,wAHDfZswfOI,247,257,train
mosh pit dancing,wAHZdmaLbk0,16,26,train
doing nails,wAHr8ThzcLY,22,32,train
tasting food,wAI0rSR8_C0,18,28,train
putting on sari,wAIFjEH8C3M,19,29,train
folding clothes,wAIGLo00V50,6,16,train
kicking field goal,wAJ7LDDrD1c,18,28,train
counting money,wAJGqQ_djyM,1,11,train
shearing sheep,wAJRUKFNfTI,16,26,train
drop kicking,wAK2nLltulE,4,14,train
playing hand clapping games,wAKWqPKdGNI,5,15,train
making tea,wAKnXLrXxdg,110,120,train
sticking tongue out,wAKr_bw8T3c,6,16,train
massaging back,wALbcfh_nGA,64,74,train
making jewelry,wAMTXY2Ze-A,225,235,train
cumbia,wAMUZGNzfrU,121,131,train
moving baby,wAMh7TY_WZg,16,26,train
counting money,wAN3OENCX7o,19,29,train
javelin throw,wAO5pY_coQY,2,12,train
gymnastics tumbling,wAO7baPxaYw,18,28,train
herding cattle,wAOFJvHzHZU,0,10,train
hitting baseball,wAObcJ2KIEU,52,62,train
throwing tantrum,wAOrEF5hyQ4,21,31,train
cleaning pool,wAP0pj9H2go,57,67,train
massaging feet,wAPFL2_Nwiw,154,164,train
folding paper,wAPIdU4xzs4,80,90,train
sieving,wAPMIPJMtC0,6,16,train
sewing,wAPSIUiN5e4,42,52,train
riding a bike,wAPn3rF1Hxk,634,644,train
dancing macarena,wAQDSvIAGiQ,93,103,train
crocheting,wAQK4qS3A-E,171,181,train
burping,wAQXGU3PVnE,2,12,train
metal detecting,wAR9IoCOEWE,10,20,train
playing chess,wARG9i0Ghc4,100,110,train
riding elephant,wARxaC2grnY,85,95,train
parkour,wAS6Dyb_xec,12,22,train
trapezing,wASC5jmzn6U,7,17,train
playing ice hockey,wASM4SeiDDU,31,41,train
petting animal (not cat),wASQ0FJnY3k,79,89,train
scuba diving,wASnWg40ybQ,30,40,train
laughing,wATKYneW_o8,29,39,train
blowing glass,wAU-6cm-nto,31,41,train
tap dancing,wAU-VsE6aKE,19,29,train
swing dancing,wAVONOVaFgw,101,111,train
folding paper,wAVav_s53Hk,1,11,train
cracking knuckles,wAVx8xJAJxc,7,17,train
splashing water,wAWAbYavjxo,41,51,train
snowmobiling,wAWLn10swdM,27,37,train
flipping pancake,wAWekcddFdo,0,10,train
playing kickball,wAWosDkn3yg,0,10,train
training dog,wAXl8QebHvs,76,86,train
skiing mono,wAXwd2eOHjU,388,398,train
polishing metal,wAYAnNFhuTg,114,124,train
playing field hockey,wAYgjUaX9Ik,1213,1223,train
blowing out candles,wAYjGy5i8qQ,37,47,train
using segway,wAZ2smsHzNI,24,34,train
washing hair,wAZxJqdIxZk,3,13,train
blowing leaves,wA_KuS6PK-E,87,97,train
eating chips,wAaIg_Viq8k,0,10,train
grooming horse,wAah9nRAotE,44,54,train
feeding goats,wAapFvg8U74,0,10,train
dodgeball,wAbCqG4Tjhc,110,120,train
carrying weight,wAbKNPGO2D0,7,17,train
digging,wAbOaj6W4uM,0,10,train
playing blackjack,wAbPSx1lQyU,3,13,train
closing door,wAcfsUmmNlo,47,57,train
faceplanting,wAd0yCES1pM,265,275,train
country line dancing,wAd9nrSATLg,97,107,train
massaging person's head,wAdGQSd6nFQ,105,115,train
climbing a rope,wAdYnKFwQiA,13,23,train
pouring milk,wAdxUnMfkCI,6,16,train
pulling espresso shot,wAe6Vbxu70Y,92,102,train
