label,youtube_id,time_start,time_end,split
riding or walking with horse,dVUtJFxzZb4,16,26,train
playing organ,dVVm5tfFhqM,119,129,train
playing beer pong,dVXehyuIUEs,20,30,train
card stacking,dVXjT3WJTQk,318,328,train
polishing metal,dVXyY-DPEiY,0,10,train
hammer throw,dVYBBSHUMRU,9,19,train
snowkiting,dVYtZUgnoz4,342,352,train
recording music,dV_Ap3KrSJo,61,71,train
walking with crutches,dV_iaMCcCtU,60,70,train
doing aerobics,dVajZidBCqc,781,791,train
riding mule,dVbagwyQ_JU,12,22,train
playing checkers,dVbg7eG6wts,4,14,train
hitting baseball,dVc-R4M09NU,13,23,train
playing lute,dVcE_TIOYGM,23,33,train
sanding wood,dVd2yxS-HUw,0,10,train
knitting,dVdUcwI217E,21,31,train
shucking oysters,dVdYw1pAIMk,86,96,train
playing piano,dVdzpdBji_c,3,13,train
hand washing clothes,dVfZeKP3VeE,15,25,train
front raises,dVg3M89YsgQ,11,21,train
gymnastics tumbling,dVgNHjp8YpM,8,18,train
getting a tattoo,dVh550G37Vc,58,68,train
hammer throw,dVikEmryBgA,6,16,train
playing clarinet,dViyDgOeOEs,3,13,train
playing american football,dVjGxqlTDxs,8,18,train
talking on cell phone,dVl-kYGB84g,30,40,train
throwing snowballs,dVlbus5P-II,22,32,train
opening present,dVmfFJMIWBE,17,27,train
tossing salad,dVn15s9Ztbw,127,137,train
playing accordion,dVoQvjf4xB4,37,47,train
catching or throwing baseball,dVoaTamNxO4,25,35,train
tagging graffiti,dVqcCzGE46w,62,72,train
busking,dVqzzOqU-90,141,151,train
decoupage,dVr3PM9lqe0,488,498,train
bungee jumping,dVrgo8ON1lY,23,33,train
scuba diving,dVrgvpwIt5s,8,18,train
setting table,dVtKhkST_HI,133,143,train
swimming breast stroke,dVuZVCOXXVY,2,12,train
chiseling stone,dVvTV7LvQQE,0,10,train
carving marble,dVvTV7LvQQE,23,33,train
packing,dVwJtmG209U,98,108,train
shouting,dVwQfJPeTFs,2,12,train
windsurfing,dVynghKnx5Q,86,96,train
opening present,dVyqhISGnWU,1,11,train
barbequing,dVzFXCHwiyg,588,598,train
waiting in line,dVzrcSX0v-c,46,56,train
bending back,dW-Fqgi2NbE,42,52,train
skiing mono,dW-XSAxi-do,31,41,train
sword swallowing,dW15DwtQIRE,120,130,train
playing nose flute,dW20e-PJhVY,88,98,train
situp,dW2icfytIgA,5,15,train
shoveling snow,dW2sgZret8E,23,33,train
milking cow,dW35Y8UVPBU,47,57,train
pinching,dW3jifv6FAk,23,33,train
cooking on campfire,dW3ldHwv55s,0,10,train
scrubbing face,dW50RG3qKtM,3,13,train
swing dancing,dW5tbXSRIDY,105,115,train
springboard diving,dW6ETFwZZi0,8,18,train
playing cards,dW6wJrJhM-0,26,36,train
wading through water,dW8SEzzVyAE,271,281,train
casting fishing line,dWAHse-7WiU,24,34,train
ice climbing,dWBK-fvVlFc,409,419,train
scrambling eggs,dWBS5lQObyQ,24,34,train
pushing wheelchair,dWBU2NVR77s,27,37,train
playing flute,dWBxNrakBbM,2,12,train
playing cello,dWCsc2Exs_M,11,21,train
using segway,dWD6tLyBUpM,19,29,train
metal detecting,dWDJbF02vI8,705,715,train
flipping bottle,dWDQmaA61CI,1,11,train
rolling pastry,dWDvaPmev-8,16,26,train
spelunking,dWFmTNEiq-I,25,35,train
golf driving,dWG0HDPThtY,0,10,train
shot put,dWGGLCG7oug,0,10,train
flint knapping,dWHK02QCpzo,842,852,train
blasting sand,dWHllLOATdU,2,12,train
bartending,dWI0QqBe-Ac,43,53,train
petting animal (not cat),dWIsZTLcFtc,14,24,train
tying necktie,dWIse3rT9p0,49,59,train
playing clarinet,dWJfilciSRc,57,67,train
passing American football (in game),dWMDtk61wp8,4,14,train
making bubbles,dWO1AZFET2s,0,10,train
washing feet,dWOW7ibp9xE,1580,1590,train
entering church,dWPAjrt-OEs,80,90,train
yawning,dWPIcGznJOs,0,10,train
milking goat,dWPk5nu4-BU,0,10,train
roasting pig,dWPo6YnK7Dw,76,86,train
grooming cat,dWR3lNjd9y0,148,158,train
situp,dWRaBTyvlm8,55,65,train
waxing armpits,dWTYb7983nA,10,20,train
riding elephant,dWTZ4RfadQg,232,242,train
swimming breast stroke,dWTngXEdpA0,3,13,train
sewing,dWUMSU7D9rM,14,24,train
being in zero gravity,dWUlqNr-v3c,220,230,train
chiseling wood,dWUoKy8rCcQ,74,84,train
crossing river,dWUz1cpgP5A,7,17,train
tying necktie,dWVFmDlrDBM,35,45,train
crying,dWW6gv1F9RI,15,25,train
listening with headphones,dWW_DOvvA6U,418,428,train
cheerleading,dWX-XbLY4DA,42,52,train
mushroom foraging,dWX7L93K_CE,8,18,train
playing dominoes,dWXQKDM2g6k,0,10,train
javelin throw,dWXrv2DBbpk,1,11,train
side kick,dWYq4j67Dkw,42,52,train
mixing colours,dWZpITXkx2o,321,331,train
playing guitar,dWacPMVLHNI,39,49,train
making a cake,dWbBIrqv7bQ,98,108,train
playing drums,dWbbBuNaYd0,356,366,train
squeezing orange,dWcny8SMAxs,19,29,train
photocopying,dWdukWgs1H8,35,45,train
shopping,dWeC04EboSg,300,310,train
making pizza,dWf4orQI9Ok,362,372,train
lighting fire,dWf5R8M55PU,5,15,train
throwing ball (not baseball or American football),dWg1_uybNqs,50,60,train
water sliding,dWg9-i2wPOY,96,106,train
