label,youtube_id,time_start,time_end,split
playing squash or racquetball,FQZ485IOSyM,0,10,train
kicking field goal,FQZA8Mrr-BE,7,17,train
high fiving,FQ_NLH1eodY,19,29,train
windsurfing,FQa--jilyOs,0,10,train
crossing river,FQa2EkNoA9g,1,11,train
blowing out candles,FQaPg1kg8Ic,7,17,train
battle rope training,FQaVcc3dH40,70,80,train
tossing salad,FQafldNy35s,129,139,train
playing billiards,FQbE-iEifyk,56,66,train
hammer throw,FQcr5_-6-3E,2,12,train
wading through water,FQg0G6JrsOQ,78,88,train
shucking oysters,FQgyfABrpDE,3,13,train
seasoning food,FQh2cLgtzX8,303,313,train
ironing hair,FQhEa0HxM1c,0,10,train
playing recorder,FQhKGCmKDFc,2,12,train
crawling baby,FQhLjNZFE14,0,10,train
push up,FQhRg0cj2BY,145,155,train
skiing mono,FQj6znm7VNM,89,99,train
writing,FQlJOzG0HII,125,135,train
driving car,FQm2fvPkZQo,22,32,train
shooting off fireworks,FQmpCcBVHaA,1,11,train
planing wood,FQn6pVdKmmk,15,25,train
gymnastics tumbling,FQnH6pjj4DA,0,10,train
tie dying,FQnPdPw9Atc,127,137,train
long jump,FQnSkeL9JNQ,1,11,train
baking cookies,FQnuWSxclgk,72,82,train
playing shuffleboard,FQp5CqK3W3Q,0,10,train
snowkiting,FQpJMWN1ejQ,52,62,train
dancing charleston,FQpLIyAfbqI,23,33,train
dyeing hair,FQpWSqN4W1M,96,106,train
laughing,FQrCs4eCKiA,64,74,train
playing saxophone,FQrXAPz-daQ,120,130,train
climbing tree,FQskjqmWaQE,10,20,train
punching bag,FQslQgAxvHw,32,42,train
playing beer pong,FQtF7XwABFY,48,58,train
hugging (not baby),FQtSptx8xt8,110,120,train
archaeological excavation,FQtlqyv-llA,49,59,train
drinking shots,FQuMAHVbvf8,2,12,train
catching or throwing baseball,FQuNwvS_ghg,83,93,train
feeding birds,FQvDThBLLa0,126,136,train
playing oboe,FQvIU9sC5aE,15,25,train
flipping bottle,FQw_ULeVL90,7,17,train
