label,youtube_id,time_start,time_end,split
burping,pyhP0vwI8ok,6,16,train
doing aerobics,pyiIgtgyMuA,26,36,train
folding paper,pyiac-7j1VA,26,36,train
ski jumping,pyjYr4aIwHY,2,12,train
feeding fish,pyjbTmEATgM,32,42,train
reading book,pyjir5VLUqs,0,10,train
juggling balls,pyjjFHbgxAc,15,25,train
bungee jumping,pyjnWlvQm2s,44,54,train
fencing (sport),pyjpKzU0tME,2,12,train
yarn spinning,pyk7L9bSVpw,2186,2196,train
playing cello,pykAG0lonT0,180,190,train
tobogganing,pym0iGpuGDE,40,50,train
photocopying,pym3p4cyIXY,98,108,train
surveying,pyn_HgnPtIE,26,36,train
yarn spinning,pyo4PkQ5xkk,38,48,train
using a sledge hammer,pyomhGxTYpA,34,44,train
applying cream,pypcfIhDOuc,30,40,train
splashing water,pyptPVcQZhE,2,12,train
fidgeting,pyqxUCZskY0,16,26,train
looking in mirror,pysUr55TzBA,5,15,train
luge,pysXMj7oUsE,28,38,train
laying stone,pytDqwVZUoc,38,48,train
coughing,pytO-4kpRoo,0,10,train
passing American football (in game),pyu5szU8GJg,3,13,train
pumping fist,pyuA1k77hs0,3,13,train
paragliding,pyuJfZBk8Z0,39,49,train
fixing bicycle,pyvRS25mhiE,8,18,train
feeding birds,pywHytueU1s,31,41,train
taking photo,pywjhWwEN8I,64,74,train
fencing (sport),pywsw53GL8o,23,33,train
lock picking,pyx4YVYQ5_o,20,30,train
washing hands,pyxBqXduPYg,2,12,train
washing feet,pyxGUxZkpGo,624,634,train
gymnastics tumbling,pyxWKIb-eqc,3,13,train
jetskiing,pyxWeq4Efyw,29,39,train
feeding goats,pyxjW5QhObs,7,17,train
pillow fight,pyyudzbxFn4,14,24,train
putting in contact lenses,pz1vmq6PlLg,7,17,train
carrying baby,pz28ycbJiQc,2,12,train
clam digging,pz2AAdnkW1A,36,46,train
blowing glass,pz2TvqccIew,2,12,train
repairing puncture,pz33ozlTvdo,207,217,train
sword swallowing,pz3ivBd8CqY,28,38,train
putting on mascara,pz3tvhTuCmg,135,145,train
canoeing or kayaking,pz51i1XiniI,136,146,train
pull ups,pz5TKEqbVAc,121,131,train
playing organ,pz65u3l3gVk,52,62,train
falling off bike,pz67u_cd0CE,4,14,train
dancing macarena,pz7AexVJSzM,150,160,train
front raises,pz7MSx9wCJI,10,20,train
alligator wrestling,pz7T_c4T224,0,10,train
pirouetting,pz9OTGYnUzM,0,10,train
mowing lawn,pzALRUg5Jss,28,38,train
clean and jerk,pzBHmgE0RKg,39,49,train
windsurfing,pzBaYQGo2xQ,106,116,train
cleaning windows,pzBu82HpbFY,292,302,train
letting go of balloon,pzCfruLI1PE,21,31,train
shouting,pzFWzsulE5g,5,15,train
pouring wine,pzG47gfU3Fo,2,12,train
roasting pig,pzG84ZoxU3M,9,19,train
mosh pit dancing,pzHQVRFzWrQ,18,28,train
standing on hands,pzI4VVyVC5E,20,30,train
carrying baby,pzINq8rsknM,98,108,train
braiding hair,pzIrexWZa8E,54,64,train
fencing (sport),pzJ-1Ctw8-M,7,17,train
playing maracas,pzJDkumTXAY,26,36,train
arranging flowers,pzJfFXKZQdA,131,141,train
tying bow tie,pzJhNm2D218,161,171,train
feeding goats,pzKX71UYTbA,43,53,train
pushing car,pzLvLYuXr_g,22,32,train
clean and jerk,pzMBqUbtO9k,30,40,train
playing flute,pzMRJ0E1jYE,137,147,train
blowdrying hair,pzMaJ7vLS1o,2,12,train
plastering,pzMkgiLgbMc,35,45,train
blending fruit,pzN4uvGWTok,67,77,train
giving or receiving award,pzNITIvFJEw,20,30,train
planing wood,pzNbCYlyPYw,80,90,train
flying kite,pzOKECaTBqs,3,13,train
smoking hookah,pzOwUZTpv0k,14,24,train
scrambling eggs,pzP-tzlWXVQ,4,14,train
moving furniture,pzPbvX9xQ5E,50,60,train
scrambling eggs,pzR-1B7ReKg,106,116,train
bending metal,pzR1OC1RVCY,199,209,train
sharpening pencil,pzSHHuJ11dM,169,179,train
reading newspaper,pzT6PjkQKWk,71,81,train
country line dancing,pzU6C1pNJxY,21,31,train
assembling computer,pzUhz2A9mkc,169,179,train
folding clothes,pzUjSp3nbLI,1,11,train
folding napkins,pzVGYWdzHnM,28,38,train
skateboarding,pzVPYs1h8Rg,430,440,train
using circular saw,pzVUa1kh5og,26,36,train
playing scrabble,pzX-DWFDxpc,23,33,train
moving furniture,pzX8ZID05b0,414,424,train
falling off bike,pzXMJgfm1UA,19,29,train
