label,youtube_id,time_start,time_end,split
making balloon shapes,0Ro0OTzw6pw,6,16,train
sanding floor,0Ro98GCeUUg,72,82,train
lunge,0Rolw_b-n74,2,12,train
chewing gum,0RpGsHwYD1w,88,98,train
playing bass guitar,0RpOfc9ERm8,54,64,train
driving car,0RpdtXBl_Tc,24,34,train
steering car,0RpdtXBl_Tc,43,53,train
playing hand clapping games,0RqkcDLJ4PQ,33,43,train
playing ice hockey,0RrSCIIZBZ4,95,105,train
abseiling,0RuOAabG2-M,61,71,train
opening bottle (not wine),0RuzsmJMewM,7,17,train
waiting in line,0Rv4ae0E_l8,6,16,train
biking through snow,0RvCtBL_WNE,43,53,train
blowing bubble gum,0RvQqYb1JxU,93,103,train
long jump,0Rvq0ch7S4w,7,17,train
getting a tattoo,0Rvs8-yTp_o,55,65,train
cleaning shoes,0Rvubjhg_-s,17,27,train
using remote controller (not gaming),0RvwUL6STGk,4,14,train
making the bed,0RwUeRz82JU,37,47,train
tap dancing,0Rx5_IEmzpo,157,167,train
sled dog racing,0RyA8MwTmzQ,30,40,train
dodgeball,0RyRFei5F9U,28,38,train
headbanging,0RzhgVGWmVE,197,207,train
playing ice hockey,0S0ELi48GUc,221,231,train
steering car,0S0UN9PmD0Y,0,10,train
climbing tree,0S0gY9-ejGM,52,62,train
laughing,0S20SCkkeFA,20,30,train
abseiling,0S2Es_AMbGI,15,25,train
rope pushdown,0S3Z4VShSg8,18,28,train
bouncing on bouncy castle,0S3bhuIXu78,19,29,train
watching tv,0S3itzH8NBU,0,10,train
rock climbing,0S43YzczwfU,3,13,train
surfing water,0S4f_P07d5Y,53,63,train
sword fighting,0S4fymrUcyc,7,17,train
robot dancing,0S4uq95gc3U,23,33,train
flipping pancake,0S5GUT-AuxI,2,12,train
lunge,0S6NFXOFI-w,7,17,train
folding napkins,0S6QqRFHYMs,69,79,train
sweeping floor,0S6awEgbC9s,68,78,train
cleaning shoes,0S6vClg9eaE,17,27,train
watering plants,0S6xC55qlaw,19,29,train
washing hands,0S72sCf_8yE,27,37,train
cumbia,0S7U2v8XDYs,107,117,train
exercising with an exercise ball,0S7_R0Ft6vY,40,50,train
jogging,0S8erRQSUZs,93,103,train
ironing hair,0SARSPTQTOQ,426,436,train
snatch weight lifting,0SAfx7039EY,471,481,train
casting fishing line,0SBHe4q73Vg,48,58,train
playing cricket,0SBNNYUXKTA,7,17,train
opening wine bottle,0SBQpqgIw1c,158,168,train
pinching,0SBWbJTxa14,26,36,train
snowkiting,0SBuEkA0moQ,93,103,train
breathing fire,0SCcS8TOOnE,0,10,train
shooting basketball,0SCgEvuCjJQ,12,22,train
tying shoe laces,0SCiZz0wuQo,134,144,train
throwing axe,0SDSt-c1sIU,87,97,train
making snowman,0SDk813UzEo,43,53,train
feeding goats,0SDmcLjxbv8,9,19,train
massaging person's head,0SDmydXpeQg,133,143,train
playing guitar,0SDy6ZObNdE,415,425,train
playing drums,0SE-mWiNx_c,22,32,train
filling cake,0SFi1RI5pdg,0,10,train
snowkiting,0SHRH4pN8h8,2,12,train
whistling,0SHiz-ZcvA4,116,126,train
dancing gangnam style,0SI5_7lbtHQ,51,61,train
snatch weight lifting,0SI93lG4ap8,19,29,train
drinking shots,0SIfamZCbHg,0,10,train
marching,0SIg3aBMxVs,388,398,train
bowling,0SIhZADDVa4,2,12,train
