label,youtube_id,time_start,time_end,split
zumba,KSPA_DzZUQw,9,19,train
playing paintball,KSPGeuxNBc4,36,46,train
pushing cart,KSRBxg9fMxo,15,25,train
gargling,KSRC1KJUBfo,62,72,train
trimming trees,KSRL7pOrbrc,2,12,train
squeezing orange,KSRodvlIpJU,78,88,train
climbing tree,KSS0AN3h_jY,0,10,train
bouncing on trampoline,KSSQE6MN2YQ,101,111,train
doing nails,KSTZLa7vXuA,21,31,train
baby waking up,KSUAC8R5Ewo,24,34,train
assembling computer,KSVaMAHqig4,464,474,train
moving baby,KSViS9o_gmg,3,13,train
playing american football,KSVtaahiT3M,84,94,train
playing blackjack,KSW_AALTEvA,445,455,train
abseiling,KSWzJG6DDpM,106,116,train
making snowman,KSXR6X1Ve8U,65,75,train
playing darts,KSZXUs1EPXo,2,12,train
raising eyebrows,KS_DHkaXMO0,7,17,train
weaving basket,KSaAvMDJoE8,10,20,train
making horseshoes,KSbNxz1fkEE,0,10,train
doing jigsaw puzzle,KSbRmO9Vco0,82,92,train
applying cream,KSbf6YvQ-4M,72,82,train
opening coconuts,KSdd53qrJ_k,122,132,train
riding elephant,KSdvVK9UHuc,1,11,train
making balloon shapes,KSheaJUKN7A,1046,1056,train
bouncing on trampoline,KSiBsLPvt_o,220,230,train
shooting goal (soccer),KSiuKu6JaGI,0,10,train
finger snapping,KSjL0WCJQ-8,1,11,train
laying decking,KSjXkyALhNM,41,51,train
drinking shots,KSjufB1sk4I,0,10,train
threading needle,KSkfN5-vJZk,222,232,train
sweeping floor,KSlh57TFaRY,22,32,train
snowboarding,KSmiwRS_C1I,204,214,train
splashing water,KSnER9plb7M,83,93,train
playing controller,KSnv026sLHk,37,47,train
stacking dice,KSoe1lzc600,16,26,train
repairing puncture,KSor9XdshM4,172,182,train
riding elephant,KSoy82Iquno,88,98,train
mixing colours,KSr7jN1U91c,51,61,train
parkour,KSrDSVbW6fE,388,398,train
popping balloons,KSsvIEO2-ZI,1,11,train
sleeping,KSsw1Y64pMY,9,19,train
arresting,KStasQmvLFU,166,176,train
playing checkers,KStaxCdYV5s,88,98,train
falling off chair,KSuPKuzIIQo,0,10,train
crawling baby,KSuqlCDpakQ,54,64,train
planing wood,KSusihe0gms,19,29,train
squat,KSv76wcBtGA,6,16,train
capoeira,KSvWvYbPA0c,30,40,train
playing basketball,KSv_lHjND7A,178,188,train
making bubbles,KSvl1t6bcT0,0,10,train
taking photo,KSw5vnv0gWE,7,17,train
driving car,KSwGkc-apyc,21,31,train
seasoning food,KSwKia9-lc8,107,117,train
clean and jerk,KSwQN9UejYU,10,20,train
feeding birds,KSwa8g1nJTM,2,12,train
dancing gangnam style,KSwdWDTxhuU,15,25,train
playing oboe,KSx1Y32_Wd0,196,206,train
air drumming,KSyJy4FnlHo,32,42,train
cooking on campfire,KSzJYYFZP0A,6,16,train
opening door,KSzxA9vdK6c,81,91,train
tagging graffiti,KT-eAdnP7dE,66,76,train
testifying,KT-zNeOsraA,169,179,train
punching person (boxing),KT0NZ2n3Ap8,158,168,train
crossing river,KT0Pa9IrAJo,21,31,train
grooming dog,KT0S2oVMFFU,4,14,train
high jump,KT0mudfzNs8,22,32,train
playing paintball,KT1XrMryQH4,309,319,train
tango dancing,KT1aHawlLF0,4,14,train
crossing river,KT1n5jfubLU,4,14,train
bungee jumping,KT2XXTAoUaU,4,14,train
counting money,KT3UtnB9cCE,35,45,train
doing nails,KT3Vb-kNYC4,70,80,train
wading through water,KT4kzfOvhrI,28,38,train
herding cattle,KT4z7pkATiI,23,33,train
sausage making,KT58Hbs7HaA,32,42,train
eating spaghetti,KT5c7PiQfiQ,2,12,train
baby waking up,KT5hpua0E2Q,0,10,train
making bubbles,KT6TlF0qGJU,3,13,train
coughing,KT6i7rqcVDA,6,16,train
punching bag,KT8gsIqgwz4,340,350,train
grooming dog,KT9NJsr94Z4,21,31,train
riding mule,KTBKHDe_6zs,801,811,train
laughing,KTCQpjUrCe8,49,59,train
eating spaghetti,KTDIYbPJ2-0,43,53,train
passing American football (not in game),KTDmzTBCkb0,7,17,train
getting a haircut,KTE5uTTYeOs,135,145,train
waking up,KTEFm_FmZLU,17,27,train
packing,KTEkAGHN4bM,53,63,train
finger snapping,KTFE3oBa1PE,8,18,train
laying bricks,KTFTllaHgPI,43,53,train
sucking lolly,KTFp7BlGP_c,2,12,train
