label,youtube_id,time_start,time_end,split
pushing wheelbarrow,BT6IC3eXGCk,53,63,train
carving marble,BT7OG17N2dg,375,385,train
spraying,BT7PWM2jgKA,29,39,train
juggling fire,BT7VcTPg6pE,110,120,train
walking with crutches,BT81nRDKkes,57,67,train
rock climbing,BT86gLFJ-Fo,3,13,train
tango dancing,BT9WDLtSOcM,6,16,train
eating cake,BTAINgumV1s,14,24,train
playing keyboard,BTAg80FxeUg,20,30,train
opening present,BTBkfklKJZk,2,12,train
skipping rope,BTBrRgMn4zw,171,181,train
hockey stop,BTDQVYF9A9I,13,23,train
twiddling fingers,BTDq9jKJF84,8,18,train
swing dancing,BTE51bzFOrk,190,200,train
playing guitar,BTEFpwYubGc,159,169,train
driving car,BTEY4TqUaHg,7,17,train
steering car,BTEY4TqUaHg,8,18,train
playing recorder,BTEbnJRlltw,9,19,train
moving baby,BTEssoRdUJE,4,14,train
putting on shoes,BTF5YKGXPNk,9,19,train
using puppets,BTF_I5-xNNk,9,19,train
roasting marshmallows,BTGeSScyA_0,44,54,train
busking,BTH-MJfuS8s,83,93,train
faceplanting,BTHC5FzZCCU,13,23,train
barbequing,BTIAoH3unbo,4,14,train
reading book,BTIhSK65VVQ,3,13,train
archaeological excavation,BTJ-m-WNGaU,123,133,train
getting a piercing,BTJ1ExckV6Q,96,106,train
ice climbing,BTJh6RpMUo8,319,329,train
swimming front crawl,BTKGRlamPLQ,37,47,train
sharpening pencil,BTKL8YNsZlY,64,74,train
pillow fight,BTKeOPgIopY,188,198,train
playing harp,BTL-xhaHcP8,0,10,train
cutting pineapple,BTL8CnPHMd4,126,136,train
playing netball,BTLdU9NwI40,21,31,train
bartending,BTOAaUHCp8M,144,154,train
marriage proposal,BTOY5-6W6uc,51,61,train
kitesurfing,BTPSt_gVzIo,4,14,train
riding mechanical bull,BTQ3kMMUgUc,23,33,train
playing billiards,BTQCaXXy0Q0,16,26,train
robot dancing,BTQM2U6ppr4,26,36,train
blowing nose,BTQy9ipfW2A,24,34,train
blowing bubble gum,BTR8OmCY5XQ,0,10,train
applauding,BTRe0ZQQgqI,5,15,train
playing xylophone,BTS6Ej2aAKo,9,19,train
doing nails,BTTzp6xggQ4,85,95,train
faceplanting,BTUDYgrBRj0,12,22,train
waving hand,BTUOsx7JjnA,0,10,train
testifying,BTUTdvNdyUQ,18,28,train
swimming front crawl,BTUV0YCJRwI,104,114,train
sawing wood,BTUmjEDwwGs,9,19,train
luge,BTVkuZu1mGo,36,46,train
feeding goats,BTW6wDcjHQw,77,87,train
skipping stone,BTWd3mXeS6c,0,10,train
card stacking,BTWvdyFTTmE,104,114,train
dancing macarena,BTXBGSsi_Cw,143,153,train
slacklining,BTXR0tSDdAg,54,64,train
country line dancing,BTY65IPM9jQ,189,199,train
silent disco,BTYWG1KRcpw,6,16,train
polishing metal,BTYzE3ut4fo,104,114,train
hurling (sport),BTZbPDP0oh4,543,553,train
setting table,BTZge5JPUrU,21,31,train
marriage proposal,BT_ygE26NUE,51,61,train
being in zero gravity,BTa2sC-iBHo,9,19,train
using a paint roller,BTacXoUqzQY,34,44,train
drawing,BTb6RlFjNlI,331,341,train
playing cricket,BTbVphtC0ug,28,38,train
scuba diving,BTbaI76AKO4,7,17,train
throwing axe,BTbadlQUqS0,24,34,train
shot put,BTbeigkZyoM,54,64,train
high jump,BTbi-lB_KEY,0,10,train
trimming or shaving beard,BTcs3byfzBo,2,12,train
silent disco,BTeMRmyAylI,5,15,train
gymnastics tumbling,BTgtDxjky9I,2,12,train
using a sledge hammer,BTgvEV4gzmQ,10,20,train
pushing car,BThYAfqTJyk,6,16,train
raising eyebrows,BTiB9bYWNNI,11,21,train
walking on stilts,BTja3qeNn4M,54,64,train
using circular saw,BTkyd28-ng8,21,31,train
building shed,BTmh6W2Ig0o,51,61,train
putting on foundation,BTn3p-c-COU,82,92,train
bouncing on bouncy castle,BTnacri6en4,26,36,train
playing basketball,BToO02TaYXs,2,12,train
surfing crowd,BTodWuOFhiA,38,48,train
drooling,BTopA-YwAKE,26,36,train
eating nachos,BTpBFIPQCZ4,93,103,train
