label,youtube_id,time_start,time_end,split
swimming front crawl,3F1DHL6Y4UI,29,39,train
capsizing,3F1v0QfAzZA,42,52,train
playing poker,3F2GAOIx980,7,17,train
sleeping,3F2WHgdwrGk,7,17,train
shining shoes,3F2j2aEiIFM,45,55,train
playing organ,3F32-JQNCeQ,155,165,train
shooting goal (soccer),3F46ryGkZh4,19,29,train
skipping stone,3F5MDR7qGms,19,29,train
sneezing,3F5XtKvz11o,0,10,train
spray painting,3F5emw_0Nu0,349,359,train
eating cake,3F7IVE1kxVU,82,92,train
golf driving,3F7VQ6hxcHs,14,24,train
using circular saw,3F7azbxdsOg,479,489,train
auctioning,3F7dKBc_YA4,31,41,train
hopscotch,3F7rT81GZXk,76,86,train
juggling fire,3F8QJj7zjGA,10,20,train
visiting the zoo,3F8dwEqgVQg,2,12,train
doing nails,3F8mr_Ci5fI,68,78,train
hurling (sport),3F92ANyZtBc,1994,2004,train
clean and jerk,3F9WuBWvVAI,3,13,train
javelin throw,3F9ozWmEr9A,2,12,train
throwing water balloon,3FAL_1TuBSA,50,60,train
riding snow blower,3FBbs9h-bhU,19,29,train
hugging baby,3FBkT5POQQw,6,16,train
shaking head,3FC8EU152i0,27,37,train
eating spaghetti,3FCBcw-Fc9k,3,13,train
grooming horse,3FEClXSfuGA,21,31,train
skiing slalom,3FEEonlrfQQ,348,358,train
playing squash or racquetball,3FEndgsm8-E,8,18,train
ice climbing,3FFWKzUOFz8,220,230,train
punching bag,3FFl_DC2kIE,0,10,train
riding elephant,3FGAXrl8MKM,28,38,train
tying necktie,3FGinT2-OM0,49,59,train
trimming trees,3FHRqpoKf54,34,44,train
putting on sari,3FHj9CjSHPM,197,207,train
tying bow tie,3FJkh_vsoRg,65,75,train
bodysurfing,3FKExzlitgo,216,226,train
flipping pancake,3FKG0QbEZIY,21,31,train
crying,3FK_pyh0uj0,5,15,train
skipping rope,3FKqWNhhK84,24,34,train
riding unicycle,3FKy7PeIV1A,8,18,train
unloading truck,3FLoP9q_50o,57,67,train
vacuuming floor,3FLxw0b3WqQ,19,29,train
riding mule,3FMAiSdyLKc,7,17,train
throwing ball (not baseball or American football),3FMQ6VF-k08,0,10,train
extinguishing fire,3FMU6tkNCAY,156,166,train
egg hunting,3FMg2rglqNo,0,10,train
playing trumpet,3FMkyUUtn_c,60,70,train
eating burger,3FN5FSvkUTU,6,16,train
blowing out candles,3FNH9fSp0ss,16,26,train
cracking knuckles,3FNZ48coGlY,4,14,train
headbutting,3FNiibfgwuc,5,15,train
exercising with an exercise ball,3FO1DfO_1BQ,42,52,train
tasting beer,3FOWoQGgQMM,13,23,train
mountain climber (exercise),3FPYYqGyk4w,23,33,train
bookbinding,3FQFTbJCbnM,200,210,train
beatboxing,3FQt2dLHc60,54,64,train
bouncing on bouncy castle,3FRBYP2ZjPE,11,21,train
catching fish,3FRF6q-gYH8,99,109,train
kicking field goal,3FS-RSRCYlQ,10,20,train
base jumping,3FSv8m3KJgM,56,66,train
person collecting garbage,3FTFv-iBRGM,28,38,train
news anchoring,3FUreUTGmFY,141,151,train
drawing,3FVMxBjl9hE,208,218,train
spelunking,3FVxzFQ2Il4,46,56,train
huddling,3FWZjH2E-S0,1,11,train
playing badminton,3FX56j_Ip3Y,376,386,train
peeling apples,3FXy_ZsDk-Q,1,11,train
playing guitar,3FY3cZnKKx4,82,92,train
trimming shrubs,3FYd0qX_X-U,0,10,train
scrapbooking,3FZ9WdxxDe4,6,16,train
crossing river,3FZLk0hckII,15,25,train
using atm,3FZvVVUPAaU,20,30,train
massaging back,3F_xGIh6WX0,41,51,train
skiing slalom,3FaHY3_0_aA,12,22,train
feeding goats,3Fb5zyUhAZA,3,13,train
cracking back,3FbNTcjmslk,11,21,train
playing xylophone,3FbwtwD7Ab0,4,14,train
eating burger,3Fcc4eZw-Yw,5,15,train
fixing hair,3FeBymcEex4,3,13,train
person collecting garbage,3FeJBAtTaAM,28,38,train
playing beer pong,3FexkHHOe18,0,10,train
playing rubiks cube,3FfM5rExOc4,78,88,train
dancing macarena,3FfaP5mW9hk,53,63,train
snowboarding,3FflfkkJSmA,99,109,train
riding scooter,3FgoMKjg4bk,7,17,train
opening wine bottle,3FhMa5CDPrY,46,56,train
putting wallpaper on wall,3FiclEY24fk,15,25,train
playing rounders,3Fj-_xFoj0E,0,10,train
playing harp,3FjRZmsCCkg,28,38,train
playing ice hockey,3FjeC7uqfZE,3,13,train
licking,3FkL29v1AAs,0,10,train
cracking neck,3FkR8SAfQPc,7,17,train
shining shoes,3FlRepeaQP8,3,13,train
applauding,3Flrv_1Ovq0,3,13,train
tightrope walking,3FnXi7enqWo,48,58,train
somersaulting,3FoDfywuxd8,2,12,train
high jump,3FoIFMyIl-w,13,23,train
playing accordion,3FowxgjO4-o,0,10,train
golf chipping,3Fq-MHllA-g,40,50,train
mowing lawn,3Fr-6jttQBk,35,45,train
passing American football (not in game),3Fr652d6Tg0,4,14,train
raising eyebrows,3FsbzSXfloQ,8,18,train
washing hands,3FsoJEabz_o,10,20,train
climbing ladder,3Ft2uIC26BE,80,90,train
golf driving,3FtSi5d-VZc,84,94,train
playing bagpipes,3Fv2jCb39e4,26,36,train
driving tractor,3FwaOpKNQ60,1,11,train
tasting beer,3FwvmX6ryTs,21,31,train
pole vault,3Fx9812NiPI,0,10,train
playing with trains,3FxYR-v8X8U,32,42,train
using bagging machine,3FxZqnry09g,17,27,train
