label,youtube_id,time_start,time_end,split
finger snapping,ZCChoJuKW8w,0,10,train
making slime,ZCCy0RBfpgo,703,713,train
cleaning windows,ZCD8q3185zw,30,40,train
jaywalking,ZCDcP08FqOo,4,14,train
knitting,ZCF1ERRQ66A,60,70,train
riding mechanical bull,ZCF1shSAH20,41,51,train
yoga,ZCFAshMBF9o,101,111,train
hula hooping,ZCFFkhD5xB8,78,88,train
bench pressing,ZCFlmurAV1Q,154,164,train
playing pinball,ZCFoY6AJAMY,66,76,train
marching,ZCFz16P5rzg,32,42,train
moving furniture,ZCH1pigdHW0,32,42,train
playing squash or racquetball,ZCHrj0VBvnQ,183,193,train
diving cliff,ZCITJQfuVCY,0,10,train
cooking chicken,ZCI_JboKmaA,125,135,train
poaching eggs,ZCJPiMPD_Ho,116,126,train
exercising arm,ZCJim_CImmk,37,47,train
peeling apples,ZCKDk4ksoXs,11,21,train
playing flute,ZCKWZ-iYSAQ,0,10,train
smelling feet,ZCKoUUM7Q9Q,1,11,train
playing violin,ZCLAuWdR1LI,12,22,train
hoverboarding,ZCLFdRj3fMA,27,37,train
tickling,ZCLgLDlvHI0,13,23,train
tasting food,ZCLldh7V4FA,26,36,train
backflip (human),ZCMJfByey5c,0,10,train
spelunking,ZCMZNQz_cFg,20,30,train
card throwing,ZCNQmA9vZ-w,25,35,train
clay pottery making,ZCNYwPmijyM,505,515,train
alligator wrestling,ZCObjHGuWXM,274,284,train
playing nose flute,ZCPKcGfm1rI,17,27,train
visiting the zoo,ZCPLq9_zF7U,12,22,train
playing field hockey,ZCPOKwEpfg8,754,764,train
making bubbles,ZCPQP6lYLh4,282,292,train
making paper aeroplanes,ZCPWIqZhssw,125,135,train
splashing water,ZCPXo7noiL8,36,46,train
fencing (sport),ZCR49m67i4k,154,164,train
reading newspaper,ZCRE2O_NwMc,7,17,train
rolling eyes,ZCRqeZMjUIM,1,11,train
helmet diving,ZCS3X95A5s4,160,170,train
spray painting,ZCSPEYywAQo,12,22,train
cartwheeling,ZCS_1597BDM,0,10,train
lighting candle,ZCS_LI7Eu8g,36,46,train
photocopying,ZCSqwxUwY60,43,53,train
cutting cake,ZCTUVB-vG10,18,28,train
brushing hair,ZCTVZZlldlg,12,22,train
riding mule,ZCU4ap1lsM4,4,14,train
juggling fire,ZCViRSldUjU,2,12,train
pole vault,ZCWEEqddako,8,18,train
silent disco,ZCWVXvsVGUQ,13,23,train
shuffling cards,ZCX4sdrJ7iM,94,104,train
filling eyebrows,ZCXOOBd2B7Q,55,65,train
playing slot machine,ZCXsFBGGcs8,68,78,train
eating nachos,ZCYFuz5jOQk,0,10,train
sailing,ZCYJ_zF_V7Y,216,226,train
kissing,ZCYpLUl7-KU,15,25,train
tagging graffiti,ZCYqCA7Jad4,7,17,train
stacking cups,ZCZev9ht2fk,471,481,train
playing darts,ZCZoL2b6euQ,13,23,train
baby waking up,ZCZoP1g-3a4,7,17,train
unboxing,ZCZzLMbYeVI,57,67,train
repairing puncture,ZC_npNLLQ6M,55,65,train
making sushi,ZCa-fjyJ4Qw,28,38,train
weaving fabric,ZCaAGA7Lbuw,150,160,train
playing nose flute,ZCaAPqLXHfo,31,41,train
cleaning toilet,ZCadffYd8ok,45,55,train
milking goat,ZCb99ZkroCc,49,59,train
making sushi,ZCbad_ssvcQ,173,183,train
waxing back,ZCbgS5Zg_Yo,50,60,train
playing ping pong,ZCcUCrhiTDk,142,152,train
opening coconuts,ZCcbRN3-ck4,244,254,train
scrapbooking,ZCdQ3aW8OCo,0,10,train
jaywalking,ZCdeyccpv-k,12,22,train
throwing axe,ZCdi3WQq73k,3,13,train
head stand,ZCdubV_2TEc,104,114,train
entering church,ZCef4vOUZvc,126,136,train
fixing bicycle,ZCfImbpsTSQ,57,67,train
catching or throwing baseball,ZCfWEJdOCNQ,7,17,train
curling eyelashes,ZCfh5OQqaV8,202,212,train
belly dancing,ZCfxHe5Tfx0,364,374,train
bowling,ZCgUQuPYB_0,7,17,train
zumba,ZCgmEq5fVxU,35,45,train
skydiving,ZCgoaY8NskM,66,76,train
skipping stone,ZCh2zmgHZRE,33,43,train
gymnastics tumbling,ZChlMGxpsF0,7,17,train
watering plants,ZCiYAYL_BNc,20,30,train
using a sledge hammer,ZCifjtwTirE,4,14,train
riding snow blower,ZCj9MQ6nojo,529,539,train
playing billiards,ZCj9dzwqskc,331,341,train
flipping pancake,ZCjDKHiS8tU,51,61,train
playing ping pong,ZCjpwq5CHRs,68,78,train
triple jump,ZCjtcsKsZBQ,9,19,train
smoking pipe,ZCk-780UXDU,266,276,train
closing door,ZCkFLPNDO9U,11,21,train
playing cello,ZCkY6LOPlNE,31,41,train
walking through snow,ZCm6aVpO7Ok,12,22,train
shooting basketball,ZCmGMa6HaqI,0,10,train
playing piccolo,ZCmnOy68CiQ,26,36,train
laying tiles,ZCn-AL0NqtU,29,39,train
hopscotch,ZCnvSPY3mhg,7,17,train
hoverboarding,ZCp4BOMGLTg,9,19,train
giving or receiving award,ZCpD_Y-N0vg,86,96,train
fencing (sport),ZCpag5tqk-Y,115,125,train
exercising with an exercise ball,ZCpywHbpHZo,168,178,train
stacking dice,ZCq6mPDdTHE,176,186,train
opening wine bottle,ZCrJGsNw5iA,38,48,train
mixing colours,ZCrNIj0W_Eg,7,17,train
checking watch,ZCrW4URqGBY,47,57,train
folding napkins,ZCruyV33vDA,24,34,train
carving pumpkin,ZCsDOUsU6AI,22,32,train
breathing fire,ZCspWOJgv4I,2,12,train
listening with headphones,ZCsyrZa9_VA,38,48,train
sailing,ZCtOAzyUT64,0,10,train
brushing floor,ZCtUO9NnXDc,53,63,train
historical reenactment,ZCuHU6ll-io,404,414,train
driving tractor,ZCuSqNtU7_s,66,76,train
cooking sausages (not on barbeque),ZCvTnWegVZQ,107,117,train
acting in play,ZCwr-mdezI4,54,64,train
cheerleading,ZCy0Nj2YV6Y,677,687,train
playing trombone,ZCyCi3wduoc,64,74,train
singing,ZCyhs8a6UzE,163,173,train
recording music,ZCz-_Bpk0pE,15,25,train
jumping into pool,ZCz02PuLZCs,1,11,train
archery,ZCz5i5RGe_Y,4,14,train
sailing,ZCz6C-DqaaY,18,28,train
looking at phone,ZCzA8agr1U8,99,109,train
smelling feet,ZCzCJyq6hEo,12,22,train
singing,ZCzWviBO68s,8,18,train
singing,ZCz_fzjFVjE,141,151,train
singing,ZCzd8UC10hQ,21,31,train
playing paintball,ZCziUsiwUsk,15,25,train
moving baby,ZCztmzgibw8,56,66,train
folding clothes,ZD-9IK1o5dA,1,11,train
roller skating,ZD-SzdTKbSI,0,10,train
pulling espresso shot,ZD-TnVupo_M,21,31,train
clay pottery making,ZD-V9HnlYVE,310,320,train
skydiving,ZD-vBrs1a_o,48,58,train
decoupage,ZD03V_YkzZA,361,371,train
frying vegetables,ZD0i5X42Fhk,154,164,train
sawing wood,ZD1LHF-X5s0,1,11,train
standing on hands,ZD1LnsSVLWY,7,17,train
flint knapping,ZD1jZyPG9eQ,294,304,train
getting a tattoo,ZD1mzudzsZk,198,208,train
fly tying,ZD23HJomePw,443,453,train
embroidering,ZD263htDo8o,58,68,train
sticking tongue out,ZD2S-PIFKrI,14,24,train
exercising arm,ZD2WVjbCNlM,182,192,train
embroidering,ZD2dhi7hkpU,168,178,train
pouring milk,ZD3LBdKHgy8,83,93,train
building sandcastle,ZD3NNmvxNJo,106,116,train
riding camel,ZD3Nb6mj27g,13,23,train
bathing dog,ZD3X9VrSLNc,335,345,train
land sailing,ZD3XOl8Jj_0,147,157,train
swimming butterfly stroke,ZD4GMxbTNw0,15,25,train
swimming with dolphins,ZD4bNdc0hh0,249,259,train
ironing,ZD56uJ0pb-g,135,145,train
tying necktie,ZD6V2DJgyo4,0,10,train
crocheting,ZD6WOYFEWh4,97,107,train
backflip (human),ZD6X0NwQZNM,0,10,train
playing dominoes,ZD6e9Uuac-8,32,42,train
grooming dog,ZD6grPzt6mw,188,198,train
dyeing eyebrows,ZD6ure1mJAU,94,104,train
